transaction_id,timestamp,sender_account_id,receiver_account_id,amount,transaction_type,channel,location_id,reference,case_id,confidence
TXN_000020,2025-05-14 13:02:21,ACCOUNT_00061,ACCOUNT_00157,2664.36,NEFT,atm,LOCATION_0143,REF0000020,CASE_0005,0.91
TXN_000021,2025-05-19 15:02:21,ACCOUNT_00139,ACCOUNT_00003,753.2,cash deposit,branch,LOCATION_0026,REF0000021,CASE_0005,0.92
TXN_000022,2025-12-23 19:52:31,ACCOUNT_00042,ACCOUNT_00043,11295.88,UPI,mobile_app,LOCATION_0079,REF0000022,CASE_0006,0.94
TXN_000023,2025-12-24 06:52:31,ACCOUNT_00043,ACCOUNT_00011,7978.25,NEFT,branch,LOCATION_0177,REF0000023,CASE_0006,0.97
TXN_000024,2026-01-11 19:52:31,ACCOUNT_00066,ACCOUNT_00042,3338.59,cash deposit,branch,LOCATION_0098,REF0000024,CASE_0006,0.92
TXN_000025,2025-01-11 19:26:00,ACCOUNT_00016,ACCOUNT_00125,39410.34,IMPS,mobile_app,LOCATION_0280,REF0000025,CASE_0007,0.85
TXN_000026,2025-01-12 05:26:00,ACCOUNT_00125,ACCOUNT_00132,35714.74,UPI,atm,LOCATION_0017,REF0000026,CASE_0007,0.89
TXN_000027,2025-01-13 05:26:00,ACCOUNT_00132,ACCOUNT_00022,20760.29,IMPS,atm,LOCATION_0239,REF0000027,CASE_0007,0.94
TXN_000028,2025-01-31 19:26:00,ACCOUNT_00062,ACCOUNT_00016,6370.84,cash deposit,branch,LOCATION_0192,REF0000028,CASE_0007,0.94
TXN_000029,2025-05-03 05:08:40,ACCOUNT_00052,ACCOUNT_00107,24367.41,UPI,atm,LOCATION_0256,REF0000029,CASE_0008,0.9
TXN_000030,2025-05-03 23:08:40,ACCOUNT_00107,ACCOUNT_00068,17366.18,NEFT,atm,LOCATION_0278,REF0000030,CASE_0008,0.89
TXN_000031,2025-05-24 05:08:40,ACCOUNT_00074,ACCOUNT_00052,8460.29,cash deposit,net_banking,LOCATION_0256,REF0000031,CASE_0008,0.94
TXN_000032,2025-11-28 15:55:34,ACCOUNT_00048,ACCOUNT_00035,15160.21,IMPS,branch,LOCATION_0066,REF0000032,CASE_0009,0.85
TXN_000033,2025-11-29 10:55:34,ACCOUNT_00035,ACCOUNT_00038,14230.33,IMPS,atm,LOCATION_0070,REF0000033,CASE_0009,0.92
TXN_000034,2025-11-29 18:55:34,ACCOUNT_00038,ACCOUNT_00177,10544.46,IMPS,mobile_app,LOCATION_0123,REF0000034,CASE_0009,0.89
TXN_000035,2025-12-04 15:55:34,ACCOUNT_00151,ACCOUNT_00048,4716.78,cash deposit,branch,LOCATION_0265,REF0000035,CASE_0009,0.89
TXN_000036,2025-10-17 14:19:44,ACCOUNT_00117,ACCOUNT_00072,14340.61,NEFT,net_banking,LOCATION_0203,REF0000036,CASE_0010,0.95
TXN_000037,2025-10-18 14:19:44,ACCOUNT_00072,ACCOUNT_00150,8488.79,NEFT,mobile_app,LOCATION_0158,REF0000037,CASE_0010,0.87
TXN_000038,2025-10-19 19:19:44,ACCOUNT_00150,ACCOUNT_00155,5761.98,UPI,mobile_app,LOCATION_0081,REF0000038,CASE_0010,0.96
TXN_000039,2025-10-20 18:19:44,ACCOUNT_00155,ACCOUNT_00160,3591.29,NEFT,net_banking,LOCATION_0070,REF0000039,CASE_0010,0.95
TXN_000040,2025-10-29 14:19:44,ACCOUNT_00001,ACCOUNT_00117,1424.03,cash deposit,net_banking,LOCATION_0289,REF0000040,CASE_0010,0.86
TXN_000041,2025-06-09 18:34:20,ACCOUNT_00031,ACCOUNT_00144,16983.25,NEFT,net_banking,LOCATION_0202,REF0000041,CASE_0011,0.95
TXN_000042,2025-06-10 15:34:20,ACCOUNT_00144,ACCOUNT_00116,11120.23,UPI,net_banking,LOCATION_0288,REF0000042,CASE_0011,0.85
TXN_000043,2025-06-11 19:34:20,ACCOUNT_00116,ACCOUNT_00029,9334.19,NEFT,branch,LOCATION_0119,REF0000043,CASE_0011,0.86
TXN_000044,2025-06-24 18:34:20,ACCOUNT_00156,ACCOUNT_00031,2136.56,cash deposit,mobile_app,LOCATION_0242,REF0000044,CASE_0011,0.92
TXN_000045,2025-03-26 12:34:43,ACCOUNT_00088,ACCOUNT_00024,31147.76,IMPS,atm,LOCATION_0263,REF0000045,CASE_0012,0.95
TXN_000046,2025-03-26 23:34:43,ACCOUNT_00024,ACCOUNT_00082,16546.98,NEFT,net_banking,LOCATION_0247,REF0000046,CASE_0012,0.95
TXN_000047,2025-03-27 16:34:43,ACCOUNT_00082,ACCOUNT_00170,14152.23,UPI,atm,LOCATION_0084,REF0000047,CASE_0012,0.97
TXN_000048,2025-03-28 21:34:43,ACCOUNT_00170,ACCOUNT_00047,7862.41,IMPS,atm,LOCATION_0055,REF0000048,CASE_0012,0.89
TXN_000049,2025-04-12 12:34:43,ACCOUNT_00005,ACCOUNT_00088,1865.45,cash deposit,branch,LOCATION_0155,REF0000049,CASE_0012,0.94
TXN_000050,2025-09-10 10:42:15,ACCOUNT_00485,ACCOUNT_00593,23666.22,cash deposit,branch,LOCATION_0204,REF0000050,,0.89
TXN_000051,2024-12-21 13:23:51,ACCOUNT_00884,ACCOUNT_00340,771.99,NEFT,net_banking,LOCATION_0054,REF0000051,,0.92
TXN_000052,2026-04-01 13:57:23,ACCOUNT_00670,ACCOUNT_00365,388.05,NEFT,atm,LOCATION_0262,REF0000052,,0.95
TXN_000053,2026-01-03 23:07:48,ACCOUNT_00764,ACCOUNT_00786,3087.14,cash withdrawal,mobile_app,LOCATION_0275,REF0000053,,0.86
TXN_000054,2025-07-16 08:57:58,ACCOUNT_00622,ACCOUNT_00823,574.07,UPI,mobile_app,LOCATION_0231,REF0000054,,0.89
TXN_000055,2026-04-22 17:12:37,ACCOUNT_00361,ACCOUNT_00594,4923.18,cash deposit,net_banking,LOCATION_0019,REF0000055,,0.88
TXN_000056,2026-02-18 11:34:57,ACCOUNT_00159,ACCOUNT_00001,3405.78,cash deposit,mobile_app,LOCATION_0253,REF0000056,,0.91
TXN_000057,2025-04-08 16:17:55,ACCOUNT_00572,ACCOUNT_00611,8575.45,cash deposit,net_banking,LOCATION_0281,REF0000057,,0.96
TXN_000058,2025-06-19 10:40:26,ACCOUNT_00028,ACCOUNT_00108,17402.86,UPI,mobile_app,LOCATION_0155,REF0000058,,0.97
TXN_000059,2025-08-10 14:10:10,ACCOUNT_00383,ACCOUNT_00446,1929.54,cash deposit,atm,LOCATION_0236,REF0000059,,0.96
TXN_000060,2025-08-04 18:01:48,ACCOUNT_00615,ACCOUNT_00799,3460.25,NEFT,atm,LOCATION_0171,REF0000060,,0.94
TXN_000061,2024-10-31 16:53:38,ACCOUNT_00590,ACCOUNT_00132,22689.81,IMPS,net_banking,LOCATION_0018,REF0000061,,0.92
TXN_000062,2026-06-15 17:33:57,ACCOUNT_00786,ACCOUNT_00494,4307.79,UPI,branch,LOCATION_0281,REF0000062,,0.97
TXN_000063,2025-12-22 12:22:09,ACCOUNT_00447,ACCOUNT_00190,1116.02,cash deposit,atm,LOCATION_0148,REF0000063,,0.86
TXN_000064,2024-12-20 23:42:29,ACCOUNT_00386,ACCOUNT_00061,586.71,UPI,mobile_app,LOCATION_0066,REF0000064,,0.86
TXN_000065,2024-04-10 06:23:07,ACCOUNT_00030,ACCOUNT_00442,1203.78,NEFT,branch,LOCATION_0180,REF0000065,,0.93
TXN_000066,2025-11-09 07:39:33,ACCOUNT_00200,ACCOUNT_00186,5857.03,internal transfer,atm,LOCATION_0074,REF0000066,,0.86
TXN_000067,2025-03-23 12:41:39,ACCOUNT_00884,ACCOUNT_00241,7391.0,NEFT,mobile_app,LOCATION_0084,REF0000067,,0.88
TXN_000068,2026-01-23 12:34:44,ACCOUNT_00540,ACCOUNT_00617,4209.65,cash withdrawal,branch,LOCATION_0019,REF0000068,,0.86
TXN_000069,2024-10-04 03:28:01,ACCOUNT_00055,ACCOUNT_00574,1204.37,cash deposit,branch,LOCATION_0229,REF0000069,,0.92
TXN_000070,2025-05-17 09:47:29,ACCOUNT_00491,ACCOUNT_00172,39550.82,cash withdrawal,mobile_app,LOCATION_0060,REF0000070,,0.88
TXN_000071,2025-12-01 07:01:53,ACCOUNT_00263,ACCOUNT_00380,3383.31,cash deposit,net_banking,LOCATION_0105,REF0000071,,0.97
TXN_000072,2025-10-01 06:12:31,ACCOUNT_00748,ACCOUNT_00444,40157.24,cash deposit,atm,LOCATION_0076,REF0000072,,0.85
TXN_000073,2024-10-10 10:52:34,ACCOUNT_00888,ACCOUNT_00546,25414.2,cash deposit,atm,LOCATION_0230,REF0000073,,0.89
TXN_000074,2025-09-02 11:17:11,ACCOUNT_00303,ACCOUNT_00614,3169.83,UPI,net_banking,LOCATION_0282,REF0000074,,0.9
TXN_000075,2024-09-15 08:36:01,ACCOUNT_00042,ACCOUNT_00430,8112.78,NEFT,net_banking,LOCATION_0089,REF0000075,,0.87
TXN_000076,2025-08-24 19:23:54,ACCOUNT_00028,ACCOUNT_00322,3515.31,IMPS,branch,LOCATION_0295,REF0000076,,0.91
TXN_000077,2025-01-01 08:02:41,ACCOUNT_00202,ACCOUNT_00026,4521.85,cash deposit,mobile_app,LOCATION_0063,REF0000077,,0.87
TXN_000078,2024-09-02 18:20:03,ACCOUNT_00402,ACCOUNT_00299,40210.07,UPI,atm,LOCATION_0224,REF0000078,,0.93
TXN_000079,2025-02-08 04:59:21,ACCOUNT_00209,ACCOUNT_00894,2000.1,UPI,net_banking,LOCATION_0146,REF0000079,,0.96
TXN_000080,2024-06-28 22:44:21,ACCOUNT_00653,ACCOUNT_00333,7624.63,cash withdrawal,net_banking,LOCATION_0069,REF0000080,,0.88
TXN_000081,2024-04-24 00:34:10,ACCOUNT_00372,ACCOUNT_00547,1342.09,UPI,branch,LOCATION_0211,REF0000081,,0.97
TXN_000082,2024-12-07 01:15:47,ACCOUNT_00324,ACCOUNT_00887,2856.71,NEFT,atm,LOCATION_0196,REF0000082,,0.91
TXN_000083,2024-01-23 12:37:06,ACCOUNT_00653,ACCOUNT_00278,2725.01,UPI,branch,LOCATION_0159,REF0000083,,0.86
TXN_000084,2025-05-28 10:48:22,ACCOUNT_00176,ACCOUNT_00414,17364.39,IMPS,net_banking,LOCATION_0275,REF0000084,,0.91
TXN_000085,2025-06-30 15:53:56,ACCOUNT_00631,ACCOUNT_00791,2667.33,NEFT,mobile_app,LOCATION_0121,REF0000085,,0.9
TXN_000086,2025-12-25 06:13:15,ACCOUNT_00491,ACCOUNT_00119,6318.59,NEFT,mobile_app,LOCATION_0020,REF0000086,,0.95
TXN_000087,2024-03-10 00:55:04,ACCOUNT_00334,ACCOUNT_00430,3914.11,NEFT,branch,LOCATION_0244,REF0000087,,0.9
TXN_000088,2024-01-14 22:25:44,ACCOUNT_00159,ACCOUNT_00851,2495.41,NEFT,branch,LOCATION_0233,REF0000088,,0.93
TXN_000089,2024-05-23 02:15:10,ACCOUNT_00074,ACCOUNT_00205,695.06,internal transfer,mobile_app,LOCATION_0166,REF0000089,,0.96
TXN_000090,2024-07-11 18:28:57,ACCOUNT_00274,ACCOUNT_00640,18796.65,UPI,atm,LOCATION_0197,REF0000090,,0.97
TXN_000091,2026-02-18 19:47:45,ACCOUNT_00536,ACCOUNT_00141,2982.76,NEFT,net_banking,LOCATION_0096,REF0000091,,0.92
TXN_000092,2024-10-14 07:43:08,ACCOUNT_00208,ACCOUNT_00318,1209.46,cash withdrawal,atm,LOCATION_0225,REF0000092,,0.88
TXN_000093,2024-03-17 02:27:36,ACCOUNT_00194,ACCOUNT_00608,4593.35,cash withdrawal,atm,LOCATION_0055,REF0000093,,0.92
TXN_000094,2024-07-19 21:26:03,ACCOUNT_00555,ACCOUNT_00278,2278.63,cash withdrawal,atm,LOCATION_0039,REF0000094,,0.96
TXN_000095,2024-06-08 08:19:22,ACCOUNT_00805,ACCOUNT_00033,6065.8,IMPS,branch,LOCATION_0050,REF0000095,,0.94
TXN_000096,2026-03-19 07:34:15,ACCOUNT_00813,ACCOUNT_00496,5353.53,NEFT,atm,LOCATION_0199,REF0000096,,0.94
TXN_000097,2025-09-05 16:10:39,ACCOUNT_00223,ACCOUNT_00365,7187.06,UPI,branch,LOCATION_0271,REF0000097,,0.96
TXN_000098,2025-08-06 22:37:33,ACCOUNT_00392,ACCOUNT_00871,6175.91,IMPS,atm,LOCATION_0243,REF0000098,,0.86
TXN_000099,2026-03-03 16:09:05,ACCOUNT_00077,ACCOUNT_00704,11519.89,cash deposit,atm,LOCATION_0273,REF0000099,,0.92
TXN_000100,2025-04-28 17:39:28,ACCOUNT_00628,ACCOUNT_00392,1685.26,IMPS,atm,LOCATION_0241,REF0000100,,0.93
TXN_000101,2025-12-19 21:35:09,ACCOUNT_00707,ACCOUNT_00237,4081.17,NEFT,net_banking,LOCATION_0033,REF0000101,,0.96
TXN_000102,2025-03-28 15:06:51,ACCOUNT_00035,ACCOUNT_00498,1035.47,NEFT,net_banking,LOCATION_0060,REF0000102,,0.88
TXN_000103,2026-06-20 11:48:08,ACCOUNT_00840,ACCOUNT_00018,3429.38,cash withdrawal,branch,LOCATION_0181,REF0000103,,0.86
TXN_000104,2026-03-19 18:22:49,ACCOUNT_00777,ACCOUNT_00772,1793.06,IMPS,branch,LOCATION_0058,REF0000104,,0.98
TXN_000105,2025-09-16 11:20:30,ACCOUNT_00531,ACCOUNT_00850,8816.49,NEFT,net_banking,LOCATION_0079,REF0000105,,0.94
TXN_000106,2025-04-20 23:57:24,ACCOUNT_00141,ACCOUNT_00826,3470.36,NEFT,mobile_app,LOCATION_0192,REF0000106,,0.95
TXN_000107,2026-04-17 17:29:21,ACCOUNT_00494,ACCOUNT_00674,8088.76,NEFT,branch,LOCATION_0169,REF0000107,,0.92
TXN_000108,2024-04-11 05:36:25,ACCOUNT_00773,ACCOUNT_00294,4501.07,cash deposit,atm,LOCATION_0196,REF0000108,,0.97
TXN_000109,2024-01-23 18:52:43,ACCOUNT_00294,ACCOUNT_00393,10064.54,NEFT,mobile_app,LOCATION_0193,REF0000109,,0.95
TXN_000110,2024-02-09 02:37:01,ACCOUNT_00631,ACCOUNT_00636,2595.51,IMPS,mobile_app,LOCATION_0171,REF0000110,,0.85
TXN_000111,2025-03-27 19:37:56,ACCOUNT_00334,ACCOUNT_00304,10965.46,cash withdrawal,branch,LOCATION_0094,REF0000111,,0.95
TXN_000112,2025-06-16 23:47:33,ACCOUNT_00641,ACCOUNT_00538,898.45,cash withdrawal,mobile_app,LOCATION_0131,REF0000112,,0.95
TXN_000113,2025-02-08 10:19:46,ACCOUNT_00285,ACCOUNT_00699,7804.87,internal transfer,branch,LOCATION_0185,REF0000113,,0.88
TXN_000114,2025-05-14 14:12:24,ACCOUNT_00727,ACCOUNT_00552,1281.42,UPI,branch,LOCATION_0064,REF0000114,,0.95
TXN_000115,2024-12-06 09:51:23,ACCOUNT_00587,ACCOUNT_00786,3401.08,NEFT,branch,LOCATION_0246,REF0000115,,0.97
TXN_000116,2024-11-12 19:38:12,ACCOUNT_00083,ACCOUNT_00442,6685.33,internal transfer,net_banking,LOCATION_0028,REF0000116,,0.95
TXN_000117,2025-04-02 16:22:24,ACCOUNT_00478,ACCOUNT_00867,2614.94,internal transfer,net_banking,LOCATION_0102,REF0000117,,0.95
TXN_000118,2024-12-21 23:23:29,ACCOUNT_00392,ACCOUNT_00558,1443.81,internal transfer,mobile_app,LOCATION_0043,REF0000118,,0.87
TXN_000119,2025-03-31 11:14:20,ACCOUNT_00883,ACCOUNT_00767,1215.61,internal transfer,atm,LOCATION_0030,REF0000119,,0.86
TXN_000120,2025-11-17 12:27:51,ACCOUNT_00874,ACCOUNT_00117,3313.44,NEFT,atm,LOCATION_0243,REF0000120,,0.9
TXN_000121,2024-12-21 03:45:31,ACCOUNT_00384,ACCOUNT_00178,381.35,cash deposit,atm,LOCATION_0086,REF0000121,,0.95
TXN_000122,2024-11-17 00:10:41,ACCOUNT_00643,ACCOUNT_00359,1585.86,cash deposit,branch,LOCATION_0096,REF0000122,,0.98
TXN_000123,2024-06-12 23:14:19,ACCOUNT_00070,ACCOUNT_00703,3261.87,NEFT,net_banking,LOCATION_0134,REF0000123,,0.88
TXN_000124,2025-05-03 10:57:04,ACCOUNT_00523,ACCOUNT_00314,2852.04,cash withdrawal,net_banking,LOCATION_0146,REF0000124,,0.9
TXN_000125,2025-12-21 11:29:59,ACCOUNT_00202,ACCOUNT_00295,1604.5,UPI,branch,LOCATION_0133,REF0000125,,0.86
TXN_000126,2025-08-30 08:55:12,ACCOUNT_00712,ACCOUNT_00093,9933.38,cash deposit,net_banking,LOCATION_0300,REF0000126,,0.97
TXN_000127,2025-08-12 15:54:45,ACCOUNT_00910,ACCOUNT_00386,3103.36,internal transfer,net_banking,LOCATION_0242,REF0000127,,0.92
TXN_000128,2024-09-22 11:17:43,ACCOUNT_00066,ACCOUNT_00086,14825.36,cash deposit,branch,LOCATION_0238,REF0000128,,0.96
TXN_000129,2025-08-18 15:12:26,ACCOUNT_00534,ACCOUNT_00023,8486.69,UPI,branch,LOCATION_0023,REF0000129,,0.96
TXN_000130,2025-10-09 18:42:03,ACCOUNT_00416,ACCOUNT_00598,5512.48,cash deposit,branch,LOCATION_0174,REF0000130,,0.85
TXN_000131,2026-01-07 20:27:34,ACCOUNT_00452,ACCOUNT_00653,2001.11,IMPS,mobile_app,LOCATION_0076,REF0000131,,0.92
TXN_000132,2024-09-01 02:03:33,ACCOUNT_00624,ACCOUNT_00659,3312.15,internal transfer,atm,LOCATION_0200,REF0000132,,0.87
TXN_000133,2025-06-07 03:47:37,ACCOUNT_00514,ACCOUNT_00190,4280.09,UPI,atm,LOCATION_0291,REF0000133,,0.9
TXN_000134,2024-05-07 09:05:03,ACCOUNT_00207,ACCOUNT_00333,6556.42,cash withdrawal,atm,LOCATION_0037,REF0000134,,0.92
TXN_000135,2026-05-13 21:38:33,ACCOUNT_00744,ACCOUNT_00103,3445.67,NEFT,branch,LOCATION_0200,REF0000135,,0.98
TXN_000136,2024-11-15 04:40:22,ACCOUNT_00465,ACCOUNT_00648,7452.55,cash withdrawal,branch,LOCATION_0223,REF0000136,,0.88
TXN_000137,2024-05-06 17:13:27,ACCOUNT_00551,ACCOUNT_00389,6464.2,UPI,branch,LOCATION_0225,REF0000137,,0.87
TXN_000138,2025-12-01 19:32:09,ACCOUNT_00038,ACCOUNT_00592,1672.87,cash deposit,mobile_app,LOCATION_0133,REF0000138,,0.91
TXN_000139,2025-07-30 12:12:24,ACCOUNT_00696,ACCOUNT_00125,2692.33,UPI,branch,LOCATION_0147,REF0000139,,0.91
TXN_000140,2024-10-13 01:42:46,ACCOUNT_00472,ACCOUNT_00284,3461.48,internal transfer,atm,LOCATION_0140,REF0000140,,0.87
TXN_000141,2025-05-20 01:42:34,ACCOUNT_00225,ACCOUNT_00030,3571.31,cash withdrawal,atm,LOCATION_0185,REF0000141,,0.9
TXN_000142,2024-06-09 05:47:36,ACCOUNT_00204,ACCOUNT_00185,1577.23,cash withdrawal,atm,LOCATION_0033,REF0000142,,0.86
TXN_000143,2024-07-25 02:06:14,ACCOUNT_00516,ACCOUNT_00240,3886.81,internal transfer,mobile_app,LOCATION_0154,REF0000143,,0.85
TXN_000144,2026-06-07 13:29:44,ACCOUNT_00094,ACCOUNT_00446,2678.23,cash withdrawal,net_banking,LOCATION_0089,REF0000144,,0.95
TXN_000145,2025-02-09 10:50:23,ACCOUNT_00226,ACCOUNT_00115,423.12,cash withdrawal,branch,LOCATION_0017,REF0000145,,0.95
TXN_000146,2024-07-31 21:13:43,ACCOUNT_00417,ACCOUNT_00899,13070.24,cash withdrawal,mobile_app,LOCATION_0084,REF0000146,,0.89
TXN_000147,2025-04-08 20:10:47,ACCOUNT_00077,ACCOUNT_00754,1087.28,internal transfer,net_banking,LOCATION_0133,REF0000147,,0.89
TXN_000148,2025-07-22 21:13:57,ACCOUNT_00802,ACCOUNT_00515,6071.31,UPI,branch,LOCATION_0298,REF0000148,,0.9
TXN_000149,2024-11-11 10:13:15,ACCOUNT_00408,ACCOUNT_00226,1236.9,IMPS,branch,LOCATION_0029,REF0000149,,0.97
TXN_000150,2024-04-05 21:03:43,ACCOUNT_00151,ACCOUNT_00254,56415.18,UPI,mobile_app,LOCATION_0005,REF0000150,,0.93
TXN_000151,2024-01-06 01:13:12,ACCOUNT_00067,ACCOUNT_00849,577.42,IMPS,atm,LOCATION_0112,REF0000151,,0.85
TXN_000152,2024-03-28 09:01:34,ACCOUNT_00696,ACCOUNT_00719,19790.23,cash deposit,atm,LOCATION_0077,REF0000152,,0.97
TXN_000153,2025-01-09 18:47:18,ACCOUNT_00240,ACCOUNT_00224,15241.57,cash withdrawal,mobile_app,LOCATION_0162,REF0000153,,0.87
TXN_000154,2024-01-12 10:59:41,ACCOUNT_00464,ACCOUNT_00730,18511.6,cash withdrawal,atm,LOCATION_0141,REF0000154,,0.88
TXN_000155,2024-02-21 17:22:19,ACCOUNT_00346,ACCOUNT_00913,20898.8,IMPS,branch,LOCATION_0139,REF0000155,,0.85
TXN_000156,2025-06-30 16:01:23,ACCOUNT_00513,ACCOUNT_00752,3119.33,NEFT,branch,LOCATION_0173,REF0000156,,0.91
TXN_000157,2024-04-23 01:04:56,ACCOUNT_00255,ACCOUNT_00855,17321.49,cash withdrawal,branch,LOCATION_0289,REF0000157,,0.92
TXN_000158,2026-06-07 09:21:11,ACCOUNT_00103,ACCOUNT_00274,2263.06,internal transfer,net_banking,LOCATION_0095,REF0000158,,0.93
TXN_000159,2024-07-25 06:48:28,ACCOUNT_00018,ACCOUNT_00548,13729.83,NEFT,mobile_app,LOCATION_0042,REF0000159,,0.95
TXN_000160,2024-09-11 19:17:22,ACCOUNT_00188,ACCOUNT_00525,4305.57,UPI,atm,LOCATION_0159,REF0000160,,0.97
TXN_000161,2025-08-19 19:37:26,ACCOUNT_00273,ACCOUNT_00878,4076.39,IMPS,mobile_app,LOCATION_0008,REF0000161,,0.97
TXN_000162,2025-07-12 12:20:48,ACCOUNT_00749,ACCOUNT_00459,2035.32,UPI,mobile_app,LOCATION_0143,REF0000162,,0.96
TXN_000163,2026-01-06 06:56:24,ACCOUNT_00639,ACCOUNT_00327,3910.71,cash withdrawal,net_banking,LOCATION_0278,REF0000163,,0.94
TXN_000164,2024-02-10 08:52:37,ACCOUNT_00511,ACCOUNT_00777,829.88,NEFT,branch,LOCATION_0273,REF0000164,,0.94
TXN_000165,2024-02-19 01:18:00,ACCOUNT_00298,ACCOUNT_00714,2137.97,cash deposit,mobile_app,LOCATION_0232,REF0000165,,0.94
TXN_000166,2025-08-23 14:51:55,ACCOUNT_00169,ACCOUNT_00594,8647.79,cash deposit,mobile_app,LOCATION_0233,REF0000166,,0.88
TXN_000167,2024-03-16 13:23:36,ACCOUNT_00790,ACCOUNT_00414,4148.74,UPI,atm,LOCATION_0054,REF0000167,,0.9
TXN_000168,2024-06-17 08:51:43,ACCOUNT_00596,ACCOUNT_00328,6950.36,cash deposit,mobile_app,LOCATION_0233,REF0000168,,0.9
TXN_000169,2024-11-20 13:32:56,ACCOUNT_00196,ACCOUNT_00331,3448.52,UPI,mobile_app,LOCATION_0249,REF0000169,,0.95
TXN_000170,2025-03-23 19:40:36,ACCOUNT_00230,ACCOUNT_00777,7238.54,IMPS,atm,LOCATION_0159,REF0000170,,0.98
TXN_000171,2026-03-11 03:40:25,ACCOUNT_00513,ACCOUNT_00494,1821.15,cash withdrawal,atm,LOCATION_0203,REF0000171,,0.94
TXN_000172,2026-02-17 14:55:06,ACCOUNT_00321,ACCOUNT_00854,7720.79,cash deposit,net_banking,LOCATION_0056,REF0000172,,0.86
TXN_000173,2024-05-20 14:13:50,ACCOUNT_00866,ACCOUNT_00834,3558.13,cash withdrawal,net_banking,LOCATION_0016,REF0000173,,0.88
TXN_000174,2025-04-04 07:33:32,ACCOUNT_00827,ACCOUNT_00806,2293.7,cash withdrawal,branch,LOCATION_0295,REF0000174,,0.92
TXN_000175,2025-06-23 15:20:56,ACCOUNT_00545,ACCOUNT_00794,5005.55,cash deposit,net_banking,LOCATION_0022,REF0000175,,0.89
TXN_000176,2025-10-18 04:59:27,ACCOUNT_00696,ACCOUNT_00451,1648.33,NEFT,atm,LOCATION_0267,REF0000176,,0.89
TXN_000177,2025-08-05 06:52:32,ACCOUNT_00079,ACCOUNT_00156,1328.32,cash withdrawal,branch,LOCATION_0190,REF0000177,,0.92
