phone_id,person_id,device_id,activation_date,deactivation_date,ownership_confidence,source
PHONE_00016,PERSON_0016,DEVICE_00016,2026-05-19 14:37:08,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00017,PERSON_0017,DEVICE_00017,2025-01-28 14:50:23,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00018,PERSON_0018,DEVICE_00018,2025-03-22 20:33:35,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00019,PERSON_0019,DEVICE_00019,2024-04-23 17:57:04,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00020,PERSON_0020,DEVICE_00020,2024-11-23 02:00:55,,0.78,TELCO_SUBSCRIBER_RECORD
PHONE_00021,PERSON_0021,DEVICE_00021,2025-04-15 17:15:54,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00022,PERSON_0022,DEVICE_00022,2024-04-26 06:31:28,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00023,PERSON_0023,DEVICE_00023,2024-08-18 09:13:25,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00024,PERSON_0024,DEVICE_00024,2025-05-15 10:57:12,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00025,PERSON_0025,DEVICE_00025,2025-03-29 14:48:01,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00026,PERSON_0026,DEVICE_00026,2026-05-27 10:00:42,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00027,PERSON_0027,DEVICE_00027,2025-08-14 01:15:41,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00028,PERSON_0028,DEVICE_00028,2024-08-28 08:49:49,,0.73,TELCO_SUBSCRIBER_RECORD
PHONE_00029,PERSON_0029,DEVICE_00029,2025-06-04 14:50:01,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00030,PERSON_0030,DEVICE_00030,2025-05-30 02:59:31,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00031,PERSON_0031,DEVICE_00031,2024-12-21 10:07:49,2025-09-30 19:04:13,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00032,PERSON_0032,DEVICE_00032,2025-05-22 15:00:24,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00033,PERSON_0033,DEVICE_00033,2025-07-24 15:20:13,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00034,PERSON_0034,DEVICE_00034,2024-04-13 03:46:31,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00035,PERSON_0035,DEVICE_00035,2024-05-01 17:58:45,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00036,PERSON_0036,DEVICE_00036,2026-03-13 09:25:41,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00037,PERSON_0037,DEVICE_00037,2024-12-24 22:34:48,,0.78,TELCO_SUBSCRIBER_RECORD
PHONE_00038,PERSON_0038,DEVICE_00038,2026-05-05 08:13:05,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00039,PERSON_0039,DEVICE_00039,2024-02-11 09:15:56,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00040,PERSON_0040,DEVICE_00040,2026-04-10 16:59:21,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00041,PERSON_0041,DEVICE_00041,2025-06-02 07:05:22,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00042,PERSON_0042,DEVICE_00042,2024-03-26 23:32:19,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00043,PERSON_0043,DEVICE_00043,2024-08-04 19:01:14,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00044,PERSON_0044,DEVICE_00044,2024-12-11 03:40:29,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00045,PERSON_0045,DEVICE_00045,2025-06-01 01:15:52,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00046,PERSON_0046,DEVICE_00046,2024-01-10 16:40:22,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00047,PERSON_0047,DEVICE_00047,2025-11-28 00:25:35,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00048,PERSON_0048,DEVICE_00048,2024-08-14 12:23:23,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00049,PERSON_0049,DEVICE_00049,2026-04-11 08:59:59,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00050,PERSON_0050,DEVICE_00050,2024-11-21 19:31:56,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00051,PERSON_0051,DEVICE_00051,2024-08-11 03:49:22,,0.78,TELCO_SUBSCRIBER_RECORD
PHONE_00052,PERSON_0052,DEVICE_00052,2024-02-06 06:02:10,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00053,PERSON_0053,DEVICE_00053,2026-01-26 07:41:00,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00054,PERSON_0054,DEVICE_00054,2025-01-04 07:21:00,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00055,PERSON_0055,DEVICE_00055,2025-06-02 05:32:03,2026-02-04 05:01:38,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00056,PERSON_0056,DEVICE_00056,2024-11-04 07:36:39,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00057,PERSON_0057,DEVICE_00057,2025-08-02 19:59:29,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00058,PERSON_0058,DEVICE_00058,2024-02-12 03:54:52,2024-05-21 05:43:51,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00059,PERSON_0059,DEVICE_00059,2026-03-15 08:40:32,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00060,PERSON_0060,DEVICE_00060,2024-12-15 09:11:41,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00061,PERSON_0061,DEVICE_00061,2025-11-04 13:42:03,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00062,PERSON_0062,DEVICE_00062,2024-09-06 01:05:34,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00063,PERSON_0063,DEVICE_00063,2024-02-09 13:02:07,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00064,PERSON_0064,DEVICE_00064,2025-04-28 22:31:57,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00065,PERSON_0065,DEVICE_00065,2025-11-07 03:50:03,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00066,PERSON_0066,DEVICE_00066,2025-06-29 19:28:28,,0.99,TELCO_SUBSCRIBER_RECORD
PHONE_00067,PERSON_0067,DEVICE_00067,2025-10-30 11:46:59,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00068,PERSON_0068,DEVICE_00068,2024-12-25 16:25:09,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00069,PERSON_0069,DEVICE_00069,2024-08-30 13:29:47,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00070,PERSON_0070,DEVICE_00070,2026-01-11 01:07:10,2026-01-11 15:06:02,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00071,PERSON_0071,DEVICE_00071,2024-02-04 09:54:29,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00072,PERSON_0072,DEVICE_00072,2024-07-11 13:33:07,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00073,PERSON_0073,DEVICE_00073,2024-01-18 08:29:08,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00074,PERSON_0074,DEVICE_00074,2024-04-30 15:33:22,2025-03-15 09:45:30,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00075,PERSON_0075,DEVICE_00075,2025-03-31 07:14:56,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00076,PERSON_0076,DEVICE_00076,2024-10-02 11:43:42,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00077,PERSON_0077,DEVICE_00077,2026-05-04 20:03:43,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00078,PERSON_0078,DEVICE_00078,2025-11-11 12:19:03,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00079,PERSON_0079,DEVICE_00079,2024-04-05 03:38:41,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00080,PERSON_0080,DEVICE_00080,2025-10-09 09:26:30,,0.73,TELCO_SUBSCRIBER_RECORD
PHONE_00081,PERSON_0081,DEVICE_00081,2026-02-15 12:11:46,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00082,PERSON_0082,DEVICE_00082,2026-04-03 20:24:27,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00083,PERSON_0083,DEVICE_00083,2024-11-28 09:15:15,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00084,PERSON_0084,DEVICE_00084,2025-07-07 20:23:17,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00085,PERSON_0085,DEVICE_00085,2025-09-28 18:02:33,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00086,PERSON_0086,DEVICE_00086,2024-05-01 08:41:49,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00087,PERSON_0087,DEVICE_00087,2025-08-26 13:59:11,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00088,PERSON_0088,DEVICE_00088,2024-12-20 16:40:30,,0.73,TELCO_SUBSCRIBER_RECORD
PHONE_00089,PERSON_0089,DEVICE_00089,2024-02-14 02:12:03,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00090,PERSON_0090,DEVICE_00090,2024-06-01 12:02:32,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00091,PERSON_0091,DEVICE_00091,2024-08-21 21:24:26,,0.99,TELCO_SUBSCRIBER_RECORD
PHONE_00092,PERSON_0092,DEVICE_00092,2025-12-22 06:28:25,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00093,PERSON_0093,DEVICE_00093,2025-12-03 12:20:13,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00094,PERSON_0094,DEVICE_00094,2025-05-05 07:02:22,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00095,PERSON_0095,DEVICE_00095,2025-11-04 07:14:31,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00096,PERSON_0096,DEVICE_00096,2025-08-09 02:14:36,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00097,PERSON_0097,DEVICE_00097,2024-05-23 16:30:01,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00098,PERSON_0098,DEVICE_00098,2025-11-18 01:11:01,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00099,PERSON_0099,DEVICE_00099,2024-11-25 16:31:34,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00100,PERSON_0100,DEVICE_00100,2025-10-22 04:34:22,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00101,PERSON_0101,DEVICE_00101,2025-01-13 01:07:44,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00102,PERSON_0102,DEVICE_00102,2025-03-08 09:03:18,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00103,PERSON_0103,DEVICE_00103,2024-04-17 08:59:30,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00104,PERSON_0104,DEVICE_00104,2024-12-14 04:01:43,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00105,PERSON_0105,DEVICE_00105,2025-04-09 16:09:53,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00106,PERSON_0106,DEVICE_00106,2026-02-18 16:01:26,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00107,PERSON_0107,DEVICE_00107,2025-03-17 09:30:36,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00108,PERSON_0108,DEVICE_00108,2024-08-14 05:13:42,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00109,PERSON_0109,DEVICE_00109,2024-09-22 16:23:35,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00110,PERSON_0110,DEVICE_00110,2024-03-19 07:47:42,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00111,PERSON_0111,DEVICE_00111,2024-01-14 08:21:28,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00112,PERSON_0112,DEVICE_00112,2025-01-07 19:17:35,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00113,PERSON_0113,DEVICE_00113,2025-09-28 08:33:53,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00114,PERSON_0114,DEVICE_00114,2024-09-21 15:04:27,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00115,PERSON_0115,DEVICE_00115,2024-03-09 03:22:15,,0.7,TELCO_SUBSCRIBER_RECORD
PHONE_00116,PERSON_0116,DEVICE_00116,2024-06-19 11:41:06,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00117,PERSON_0117,DEVICE_00117,2026-03-28 15:37:46,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00118,PERSON_0118,DEVICE_00118,2024-01-24 13:39:19,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00119,PERSON_0119,DEVICE_00119,2024-06-04 20:54:44,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00120,PERSON_0120,DEVICE_00120,2025-10-20 04:06:14,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00121,PERSON_0121,DEVICE_00121,2025-09-30 05:45:49,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00122,PERSON_0122,DEVICE_00122,2024-10-08 20:05:05,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00123,PERSON_0123,DEVICE_00123,2025-11-08 18:08:39,,0.78,TELCO_SUBSCRIBER_RECORD
PHONE_00124,PERSON_0124,DEVICE_00124,2024-05-08 06:01:33,2025-08-08 11:48:12,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00125,PERSON_0125,DEVICE_00125,2025-01-18 22:49:37,,0.7,TELCO_SUBSCRIBER_RECORD
PHONE_00126,PERSON_0126,DEVICE_00126,2025-05-14 11:10:06,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00127,PERSON_0127,DEVICE_00127,2024-04-09 15:04:52,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00128,PERSON_0128,DEVICE_00128,2025-12-15 21:57:30,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00129,PERSON_0129,DEVICE_00129,2025-11-28 04:47:20,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00130,PERSON_0130,DEVICE_00130,2024-05-26 07:57:47,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00131,PERSON_0131,DEVICE_00131,2024-07-03 07:39:19,,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00132,PERSON_0132,DEVICE_00132,2024-12-02 08:23:34,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00133,PERSON_0133,DEVICE_00133,2025-03-23 12:28:19,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00134,PERSON_0134,DEVICE_00134,2025-11-17 09:34:31,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00135,PERSON_0135,DEVICE_00135,2024-08-19 18:33:28,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00136,PERSON_0136,DEVICE_00136,2025-02-19 07:44:28,2025-12-13 18:12:45,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00137,PERSON_0137,DEVICE_00137,2024-09-28 09:16:33,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00138,PERSON_0138,DEVICE_00138,2025-10-14 04:50:22,2026-05-01 02:28:32,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00139,PERSON_0139,DEVICE_00139,2026-01-04 09:33:11,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00140,PERSON_0140,DEVICE_00140,2024-06-20 05:44:21,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00141,PERSON_0141,DEVICE_00141,2026-03-17 22:44:54,,0.7,TELCO_SUBSCRIBER_RECORD
PHONE_00142,PERSON_0142,DEVICE_00142,2026-01-15 12:15:50,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00143,PERSON_0143,DEVICE_00143,2025-05-29 00:28:39,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00144,PERSON_0144,DEVICE_00144,2024-03-27 19:55:07,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00145,PERSON_0145,DEVICE_00145,2025-12-18 09:08:42,2026-02-11 07:21:30,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00146,PERSON_0146,DEVICE_00146,2025-03-19 15:26:51,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00147,PERSON_0147,DEVICE_00147,2025-05-13 07:32:26,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00148,PERSON_0148,DEVICE_00148,2025-10-21 02:35:02,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00149,PERSON_0149,DEVICE_00149,2025-04-05 05:15:01,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00150,PERSON_0150,DEVICE_00150,2025-11-06 23:11:32,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00151,PERSON_0151,DEVICE_00151,2024-03-22 04:02:29,2024-10-25 08:08:56,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00152,PERSON_0152,DEVICE_00152,2024-12-18 18:34:23,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00153,PERSON_0153,DEVICE_00153,2024-12-24 08:47:20,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00154,PERSON_0154,DEVICE_00154,2024-09-05 19:32:15,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00155,PERSON_0155,DEVICE_00155,2024-04-20 15:35:15,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00156,PERSON_0156,DEVICE_00156,2025-05-30 01:27:53,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00157,PERSON_0157,DEVICE_00157,2024-03-20 04:53:02,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00158,PERSON_0158,DEVICE_00158,2024-04-29 19:32:24,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00159,PERSON_0159,DEVICE_00159,2025-04-04 03:10:18,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00160,PERSON_0160,DEVICE_00160,2025-01-29 01:22:46,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00161,PERSON_0161,DEVICE_00161,2024-11-25 15:47:06,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00162,PERSON_0162,DEVICE_00162,2024-05-26 00:42:16,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00163,PERSON_0163,DEVICE_00163,2025-06-12 04:53:01,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00164,PERSON_0164,DEVICE_00164,2025-09-15 16:03:57,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00165,PERSON_0165,DEVICE_00165,2026-05-05 17:14:58,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00166,PERSON_0166,DEVICE_00166,2024-10-17 00:08:35,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00167,PERSON_0167,DEVICE_00167,2026-01-02 04:20:57,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00168,PERSON_0168,DEVICE_00168,2024-05-19 04:01:30,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00169,PERSON_0169,DEVICE_00169,2025-04-26 06:37:42,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00170,PERSON_0170,DEVICE_00170,2024-12-28 14:50:21,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00171,PERSON_0171,DEVICE_00171,2024-03-12 10:47:25,,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00172,PERSON_0172,DEVICE_00172,2025-10-25 10:44:34,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00173,PERSON_0173,DEVICE_00173,2025-10-13 05:46:30,,0.73,TELCO_SUBSCRIBER_RECORD
PHONE_00174,PERSON_0174,DEVICE_00174,2025-07-06 02:31:33,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00175,PERSON_0175,DEVICE_00175,2025-11-02 21:50:31,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00176,PERSON_0176,DEVICE_00176,2024-01-02 18:10:42,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00177,PERSON_0177,DEVICE_00177,2025-04-30 04:32:40,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00178,PERSON_0178,DEVICE_00178,2026-03-04 10:43:39,2026-04-06 04:44:45,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00179,PERSON_0179,DEVICE_00179,2024-11-04 09:03:10,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00180,PERSON_0180,DEVICE_00180,2025-01-26 16:51:56,,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00181,PERSON_0181,DEVICE_00181,2024-06-11 07:11:49,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00182,PERSON_0182,DEVICE_00182,2024-02-29 14:39:40,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00183,PERSON_0183,DEVICE_00183,2025-11-20 04:59:57,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00184,PERSON_0184,DEVICE_00184,2024-05-14 07:56:52,,0.78,TELCO_SUBSCRIBER_RECORD
PHONE_00185,PERSON_0185,DEVICE_00185,2024-06-29 21:20:25,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00186,PERSON_0186,DEVICE_00186,2025-07-18 13:12:34,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00187,PERSON_0187,DEVICE_00187,2026-03-09 02:44:12,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00188,PERSON_0188,DEVICE_00188,2024-11-24 07:38:18,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00189,PERSON_0189,DEVICE_00189,2025-11-08 13:24:19,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00190,PERSON_0190,DEVICE_00190,2025-11-17 13:38:20,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00191,PERSON_0191,DEVICE_00191,2025-01-01 00:13:49,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00192,PERSON_0192,DEVICE_00192,2025-05-15 13:32:44,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00193,PERSON_0193,DEVICE_00193,2025-11-30 13:38:34,,0.73,TELCO_SUBSCRIBER_RECORD
PHONE_00194,PERSON_0194,DEVICE_00194,2025-10-07 02:02:02,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00195,PERSON_0195,DEVICE_00195,2025-05-30 08:18:48,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00196,PERSON_0196,DEVICE_00196,2024-06-22 11:40:30,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00197,PERSON_0197,DEVICE_00197,2024-01-24 20:33:22,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00198,PERSON_0198,DEVICE_00198,2024-08-17 19:33:21,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00199,PERSON_0199,DEVICE_00199,2025-10-09 13:11:44,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00200,PERSON_0200,DEVICE_00200,2024-04-02 01:19:22,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00201,PERSON_0201,DEVICE_00201,2024-01-15 12:35:15,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00202,PERSON_0202,DEVICE_00202,2025-10-09 04:17:50,,0.73,TELCO_SUBSCRIBER_RECORD
PHONE_00203,PERSON_0203,DEVICE_00203,2024-04-12 05:15:45,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00204,PERSON_0204,DEVICE_00204,2025-12-24 13:05:28,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00205,PERSON_0205,DEVICE_00205,2024-05-25 16:18:29,2026-03-10 12:14:08,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00206,PERSON_0206,DEVICE_00206,2025-12-26 07:53:05,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00207,PERSON_0207,DEVICE_00207,2025-12-26 09:06:04,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00208,PERSON_0208,DEVICE_00208,2024-11-30 05:46:02,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00209,PERSON_0209,DEVICE_00209,2024-05-02 00:46:22,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00210,PERSON_0210,DEVICE_00210,2024-02-17 09:12:01,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00211,PERSON_0211,DEVICE_00211,2024-05-14 08:11:16,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00212,PERSON_0212,DEVICE_00212,2024-09-07 08:03:34,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00213,PERSON_0213,DEVICE_00213,2025-03-01 20:01:56,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00214,PERSON_0214,DEVICE_00214,2026-01-11 16:29:05,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00215,PERSON_0215,DEVICE_00215,2024-11-24 20:41:01,2025-12-16 13:05:48,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00216,PERSON_0216,DEVICE_00216,2025-06-03 09:55:17,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00217,PERSON_0217,DEVICE_00217,2024-10-21 11:31:34,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00218,PERSON_0218,DEVICE_00218,2024-11-19 04:04:39,,0.94,TELCO_SUBSCRIBER_RECORD
