fir_id,case_id,date,crime_type,complainant_id,accused_id,witness_id,location_id,narrative,source,confidence
FIR_0021,CASE_0021,2025-11-22 04:20:11,organized theft,PERSON_0533,PERSON_1312,,LOCATION_0264,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.88
FIR_0022,CASE_0022,2024-09-06 14:41:02,vehicle theft,PERSON_1290,PERSON_0633,,LOCATION_0140,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0023,CASE_0023,2026-02-13 20:51:46,organized theft,PERSON_1366,PERSON_1381,,LOCATION_0274,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0024,CASE_0024,2024-06-29 21:15:55,illegal betting,PERSON_0822,PERSON_0310,,LOCATION_0192,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.8
FIR_0025,CASE_0025,2025-10-10 19:13:46,vehicle theft,PERSON_0290,PERSON_0613,,LOCATION_0059,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.68
FIR_0026,CASE_0026,2024-10-26 08:05:28,vehicle theft,PERSON_0717,PERSON_0817,,LOCATION_0140,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
FIR_0027,CASE_0027,2024-08-25 22:38:57,cyber fraud,PERSON_0846,PERSON_1172,,LOCATION_0118,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
FIR_0028,CASE_0028,2024-11-27 17:58:33,extortion,PERSON_0593,PERSON_1321,,LOCATION_0118,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.68
FIR_0029,CASE_0029,2024-07-18 12:29:57,smuggling,PERSON_0572,PERSON_0386,,LOCATION_0210,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.77
FIR_0030,CASE_0030,2024-06-21 17:57:03,robbery,PERSON_0363,PERSON_1302,,LOCATION_0047,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0031,CASE_0031,2025-05-02 12:38:38,organized financial crime,PERSON_0449,PERSON_0744,,LOCATION_0040,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.77
FIR_0032,CASE_0032,2025-10-21 13:32:41,cyber fraud,PERSON_0160,PERSON_1045,,LOCATION_0204,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
FIR_0033,CASE_0033,2024-08-28 13:57:46,vehicle theft,PERSON_0246,PERSON_1498,,LOCATION_0232,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.61
FIR_0034,CASE_0034,2025-09-19 06:18:49,extortion,PERSON_1495,PERSON_0948,,LOCATION_0233,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
FIR_0035,CASE_0035,2024-09-05 13:09:41,organized theft,PERSON_0264,PERSON_0958,,LOCATION_0135,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.6
FIR_0036,CASE_0036,2024-06-23 02:22:49,organized financial crime,PERSON_0594,PERSON_1028,,LOCATION_0247,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.72
FIR_0037,CASE_0037,2025-12-20 03:57:25,forgery,PERSON_0490,PERSON_0395,,LOCATION_0075,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.67
FIR_0038,CASE_0038,2026-04-24 05:33:21,smuggling,PERSON_0768,PERSON_0308,,LOCATION_0218,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.88
FIR_0039,CASE_0039,2025-03-25 18:32:00,organized financial crime,PERSON_1472,PERSON_0374,,LOCATION_0108,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
FIR_0040,CASE_0040,2025-10-27 19:40:40,robbery,PERSON_1005,PERSON_0947,,LOCATION_0091,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.71
FIR_0041,CASE_0041,2024-07-04 05:20:46,illegal betting,PERSON_0757,PERSON_1179,,LOCATION_0092,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0042,CASE_0042,2024-09-24 20:49:17,organized financial crime,PERSON_0495,PERSON_1150,,LOCATION_0196,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.64
FIR_0043,CASE_0043,2025-01-31 01:39:33,smuggling,PERSON_0498,PERSON_0379,,LOCATION_0153,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0044,CASE_0044,2024-12-10 18:15:46,vehicle theft,PERSON_1145,PERSON_0023,,LOCATION_0010,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.65
FIR_0045,CASE_0045,2026-01-15 06:55:48,organized theft,PERSON_0770,PERSON_0514,,LOCATION_0135,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.57
FIR_0046,CASE_0046,2026-01-12 05:53:20,cyber fraud,PERSON_0316,PERSON_0814,,LOCATION_0040,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.73
FIR_0047,CASE_0047,2024-09-12 13:08:26,organized financial crime,PERSON_1419,PERSON_0075,,LOCATION_0061,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.61
FIR_0048,CASE_0048,2026-01-31 03:50:01,smuggling,PERSON_0741,PERSON_0015,,LOCATION_0120,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.72
FIR_0049,CASE_0049,2025-10-02 05:09:40,forgery,PERSON_0237,PERSON_0366,,LOCATION_0099,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.86
FIR_0050,CASE_0050,2024-12-26 14:22:56,illegal betting,PERSON_0646,PERSON_0704,,LOCATION_0273,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.71
FIR_0051,CASE_0051,2025-05-28 00:46:10,organized financial crime,PERSON_0883,PERSON_0399,,LOCATION_0085,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.73
FIR_0052,CASE_0052,2026-05-28 15:51:44,illegal betting,PERSON_0197,PERSON_0975,,LOCATION_0261,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
FIR_0053,CASE_0053,2025-10-11 13:55:54,smuggling,PERSON_1374,PERSON_0441,,LOCATION_0029,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.83
FIR_0054,CASE_0054,2026-03-30 20:02:20,cyber fraud,PERSON_1268,PERSON_0801,,LOCATION_0232,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
FIR_0055,CASE_0055,2025-05-10 01:12:03,forgery,PERSON_0621,PERSON_1266,,LOCATION_0250,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.88
FIR_0056,CASE_0056,2025-11-30 10:30:37,organized theft,PERSON_0192,PERSON_0014,,LOCATION_0210,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0057,CASE_0057,2025-08-11 08:59:06,cyber fraud,PERSON_0286,PERSON_0185,,LOCATION_0069,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0058,CASE_0058,2024-09-16 09:36:09,forgery,PERSON_0555,PERSON_0388,,LOCATION_0186,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.57
FIR_0059,CASE_0059,2024-06-20 12:36:43,organized theft,PERSON_0729,PERSON_0175,,LOCATION_0245,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.7
FIR_0060,CASE_0060,2025-03-11 11:54:33,forgery,PERSON_0532,PERSON_0862,,LOCATION_0187,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.87
FIR_0061,CASE_0061,2025-04-18 11:19:47,forgery,PERSON_0410,PERSON_0477,,LOCATION_0055,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0062,CASE_0062,2025-09-20 21:15:06,organized theft,PERSON_0876,PERSON_0699,,LOCATION_0204,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.59
FIR_0063,CASE_0063,2024-12-12 23:02:13,financial fraud,PERSON_1156,PERSON_0262,,LOCATION_0256,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.72
FIR_0064,CASE_0064,2025-01-22 17:06:35,cyber fraud,PERSON_0436,PERSON_0767,,LOCATION_0248,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.79
FIR_0065,CASE_0065,2025-11-14 15:36:57,smuggling,PERSON_0843,PERSON_1196,,LOCATION_0061,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.83
FIR_0066,CASE_0066,2025-08-12 15:32:38,extortion,PERSON_0314,PERSON_1457,,LOCATION_0147,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0067,CASE_0067,2025-05-08 01:34:16,cyber fraud,PERSON_0082,PERSON_0902,,LOCATION_0051,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.56
FIR_0068,CASE_0068,2025-06-11 01:03:49,smuggling,PERSON_0955,PERSON_1298,,LOCATION_0206,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.53
FIR_0069,CASE_0069,2025-10-12 17:26:24,organized theft,PERSON_0151,PERSON_0274,,LOCATION_0247,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.73
FIR_0070,CASE_0070,2026-02-28 15:38:32,organized financial crime,PERSON_1328,PERSON_0581,,LOCATION_0188,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.75
FIR_0071,CASE_0071,2025-01-20 05:29:46,financial fraud,PERSON_0244,PERSON_1239,,LOCATION_0156,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.7
FIR_0072,CASE_0072,2025-04-02 04:16:24,forgery,PERSON_0468,PERSON_0988,,LOCATION_0068,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.59
FIR_0073,CASE_0073,2025-07-21 10:07:06,illegal betting,PERSON_1342,PERSON_1482,,LOCATION_0287,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.78
FIR_0074,CASE_0074,2024-10-08 16:16:33,forgery,PERSON_0279,PERSON_1064,,LOCATION_0178,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.6
FIR_0075,CASE_0075,2024-07-20 16:29:44,extortion,PERSON_0805,PERSON_0128,,LOCATION_0165,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.8
FIR_0076,CASE_0076,2024-12-18 01:23:59,financial fraud,PERSON_0422,PERSON_1017,,LOCATION_0085,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.75
FIR_0077,CASE_0077,2025-09-05 22:30:16,organized financial crime,PERSON_0865,PERSON_0260,,LOCATION_0068,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.51
FIR_0078,CASE_0078,2025-03-03 02:23:39,robbery,PERSON_1173,PERSON_0982,,LOCATION_0169,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
FIR_0079,CASE_0079,2025-05-23 03:59:43,smuggling,PERSON_1440,PERSON_1382,,LOCATION_0088,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.59
FIR_0080,CASE_0080,2025-02-14 16:20:31,smuggling,PERSON_0320,PERSON_1474,,LOCATION_0277,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.76
FIR_0081,CASE_0081,2024-09-18 14:03:00,vehicle theft,PERSON_0684,PERSON_0777,,LOCATION_0244,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.64
FIR_0082,CASE_0082,2025-11-11 21:23:34,forgery,PERSON_1240,PERSON_0715,,LOCATION_0076,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0083,CASE_0083,2024-10-25 17:25:35,organized theft,PERSON_1198,PERSON_0232,,LOCATION_0286,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0084,CASE_0084,2024-11-02 20:20:54,robbery,PERSON_1453,PERSON_0285,,LOCATION_0066,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.8
FIR_0085,CASE_0085,2024-12-21 09:22:03,forgery,PERSON_0877,PERSON_1154,,LOCATION_0236,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.67
FIR_0086,CASE_0086,2025-01-16 08:48:18,financial fraud,PERSON_0484,PERSON_1417,,LOCATION_0150,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.54
FIR_0087,CASE_0087,2024-11-19 10:55:19,forgery,PERSON_0579,PERSON_1009,,LOCATION_0133,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.68
FIR_0088,CASE_0088,2025-11-03 12:12:59,organized theft,PERSON_0154,PERSON_0079,,LOCATION_0286,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.78
FIR_0089,CASE_0089,2024-10-12 12:26:04,forgery,PERSON_0472,PERSON_0507,,LOCATION_0063,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0090,CASE_0090,2026-03-13 07:17:12,cyber fraud,PERSON_0708,PERSON_0362,,LOCATION_0173,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.72
FIR_0091,CASE_0091,2024-07-31 16:02:18,robbery,PERSON_1287,PERSON_0739,,LOCATION_0185,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.66
FIR_0092,CASE_0092,2026-02-20 04:29:09,extortion,PERSON_0665,PERSON_0821,,LOCATION_0156,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.6
FIR_0093,CASE_0093,2024-11-17 05:26:56,robbery,PERSON_1089,PERSON_0476,,LOCATION_0098,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.87
FIR_0094,CASE_0094,2026-05-24 10:59:00,vehicle theft,PERSON_0511,PERSON_0383,,LOCATION_0072,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.5
FIR_0095,CASE_0095,2024-08-23 01:12:19,organized theft,PERSON_1118,PERSON_1176,,LOCATION_0080,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.62
FIR_0096,CASE_0096,2025-10-31 04:47:31,financial fraud,PERSON_0209,PERSON_1013,,LOCATION_0099,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0097,CASE_0097,2026-03-20 01:39:03,forgery,PERSON_0483,PERSON_0111,,LOCATION_0108,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.66
FIR_0098,CASE_0098,2025-01-26 16:22:54,organized theft,PERSON_1452,PERSON_0873,,LOCATION_0139,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.56
FIR_0099,CASE_0099,2024-12-04 10:27:59,cyber fraud,PERSON_1445,PERSON_0675,,LOCATION_0220,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.72
FIR_0100,CASE_0100,2024-10-10 19:47:14,financial fraud,PERSON_0875,PERSON_0230,,LOCATION_0105,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0101,CASE_0101,2026-03-05 21:04:36,robbery,PERSON_1375,PERSON_0523,,LOCATION_0062,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0102,CASE_0102,2025-08-18 20:48:29,illegal betting,PERSON_1101,PERSON_1042,,LOCATION_0236,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.65
FIR_0103,CASE_0103,2025-03-19 13:40:51,financial fraud,PERSON_0946,PERSON_0097,,LOCATION_0204,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.75
FIR_0104,CASE_0104,2025-12-03 08:35:00,organized financial crime,PERSON_0368,PERSON_0816,,LOCATION_0283,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.77
FIR_0105,CASE_0105,2025-07-14 18:59:04,smuggling,PERSON_0716,PERSON_1372,,LOCATION_0252,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.57
FIR_0106,CASE_0106,2024-12-30 13:16:01,illegal betting,PERSON_0563,PERSON_0573,,LOCATION_0090,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0107,CASE_0107,2025-10-01 08:56:56,robbery,PERSON_0933,PERSON_0778,,LOCATION_0125,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.77
FIR_0108,CASE_0108,2024-11-09 00:36:26,financial fraud,PERSON_1424,PERSON_1448,,LOCATION_0284,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.53
FIR_0109,CASE_0109,2025-07-04 08:53:45,financial fraud,PERSON_0102,PERSON_0086,,LOCATION_0231,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.58
FIR_0110,CASE_0110,2025-09-03 00:07:39,extortion,PERSON_0443,PERSON_1111,,LOCATION_0206,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.83
FIR_0111,CASE_0111,2024-08-06 11:20:56,extortion,PERSON_1333,PERSON_1463,,LOCATION_0231,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.72
FIR_0112,CASE_0112,2025-03-02 23:20:54,smuggling,PERSON_0212,PERSON_1110,,LOCATION_0051,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
FIR_0113,CASE_0113,2026-01-30 09:40:40,vehicle theft,PERSON_1324,PERSON_1308,,LOCATION_0294,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.88
FIR_0114,CASE_0114,2025-06-18 20:07:54,cyber fraud,PERSON_0281,PERSON_1048,,LOCATION_0177,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.55
FIR_0115,CASE_0115,2025-02-23 19:27:12,illegal betting,PERSON_0632,PERSON_1189,,LOCATION_0169,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.52
FIR_0116,CASE_0116,2025-07-10 10:50:47,organized financial crime,PERSON_0850,PERSON_1260,,LOCATION_0156,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.86
FIR_0117,CASE_0117,2025-02-18 05:31:43,smuggling,PERSON_0541,PERSON_1394,,LOCATION_0013,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0118,CASE_0118,2026-03-23 07:22:56,extortion,PERSON_0071,PERSON_0181,,LOCATION_0181,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.61
FIR_0119,CASE_0119,2025-06-21 19:25:37,smuggling,PERSON_0640,PERSON_0446,,LOCATION_0195,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.53
FIR_0120,CASE_0120,2025-11-02 07:31:41,vehicle theft,PERSON_0587,PERSON_1425,,LOCATION_0176,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.55
FIR_0121,CASE_0121,2025-05-07 05:48:31,smuggling,PERSON_1384,PERSON_0564,,LOCATION_0147,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.77
FIR_0122,CASE_0122,2026-02-25 13:17:44,cyber fraud,PERSON_0799,PERSON_1367,,LOCATION_0206,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.73
FIR_0123,CASE_0123,2026-04-12 05:45:41,illegal betting,PERSON_0812,PERSON_0656,,LOCATION_0278,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
FIR_0124,CASE_0124,2024-07-29 16:46:21,forgery,PERSON_0747,PERSON_0063,,LOCATION_0025,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.55
FIR_0125,CASE_0125,2025-10-09 07:18:28,smuggling,PERSON_0263,PERSON_0492,,LOCATION_0004,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.53
FIR_0126,CASE_0126,2024-10-05 07:25:44,forgery,PERSON_0599,PERSON_0115,,LOCATION_0221,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0127,CASE_0127,2025-08-31 04:49:41,organized financial crime,PERSON_0058,PERSON_0528,,LOCATION_0036,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.65
FIR_0128,CASE_0128,2025-05-20 13:24:37,financial fraud,PERSON_0106,PERSON_0439,,LOCATION_0270,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.58
FIR_0129,CASE_0129,2024-09-06 07:00:23,cyber fraud,PERSON_0825,PERSON_0005,,LOCATION_0174,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.65
FIR_0130,CASE_0130,2025-06-08 16:20:06,financial fraud,PERSON_0385,PERSON_0737,,LOCATION_0297,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
FIR_0131,CASE_0131,2025-03-10 01:24:45,forgery,PERSON_1386,PERSON_0103,,LOCATION_0180,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0132,CASE_0132,2026-01-18 06:32:56,cyber fraud,PERSON_0291,PERSON_1454,,LOCATION_0133,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.76
FIR_0133,CASE_0133,2025-08-23 22:16:31,organized financial crime,PERSON_0866,PERSON_0208,,LOCATION_0163,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.6
FIR_0134,CASE_0134,2026-01-27 14:22:36,robbery,PERSON_1238,PERSON_0322,,LOCATION_0013,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.71
FIR_0135,CASE_0135,2026-01-23 09:27:42,organized theft,PERSON_0278,PERSON_0597,,LOCATION_0267,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.83
FIR_0136,CASE_0136,2025-09-08 04:06:25,smuggling,PERSON_0494,PERSON_1141,,LOCATION_0193,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.68
FIR_0137,CASE_0137,2024-06-11 15:28:09,vehicle theft,PERSON_0121,PERSON_0271,,LOCATION_0133,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.84
FIR_0138,CASE_0138,2025-06-19 08:15:19,financial fraud,PERSON_0683,PERSON_0944,,LOCATION_0227,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.83
FIR_0139,CASE_0139,2024-07-17 17:48:31,financial fraud,PERSON_0479,PERSON_0305,,LOCATION_0066,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
