social_record_id,person_id,platform_alias,username_alias,timestamp,content,mentioned_entity,location_id,confidence,source
SOC_000102,PERSON_1454,ChirpNet,user_person_1454,2024-06-01 23:41:20,"Great weekend with family, back to work tomorrow.",,LOCATION_0203,0.54,SOCIAL_MEDIA_MONITORING
SOC_000103,PERSON_0854,ConnectHub,user_person_0854,2025-03-24 03:59:44,"New shop opening next week, everyone welcome.",,LOCATION_0064,0.78,SOCIAL_MEDIA_MONITORING
SOC_000104,PERSON_0562,PicWall,user_person_0562,2025-05-13 08:27:30,"New shop opening next week, everyone welcome.",,LOCATION_0034,0.55,SOCIAL_MEDIA_MONITORING
SOC_000105,PERSON_0537,SnapCircle,user_person_0537,2025-01-04 11:36:31,"Great weekend with family, back to work tomorrow.",,LOCATION_0258,0.64,SOCIAL_MEDIA_MONITORING
SOC_000106,PERSON_1121,PicWall,user_person_1121,2024-11-18 00:57:47,Meeting postponed. Same place tomorrow.,,LOCATION_0177,0.74,SOCIAL_MEDIA_MONITORING
SOC_000107,PERSON_1407,ConnectHub,user_person_1407,2026-04-30 23:17:42,"Plan is confirmed, let's proceed as talked about.",,LOCATION_0274,0.59,SOCIAL_MEDIA_MONITORING
SOC_000108,PERSON_0997,ChirpNet,user_person_0997,2024-12-31 02:36:08,"Great weekend with family, back to work tomorrow.",,LOCATION_0024,0.81,SOCIAL_MEDIA_MONITORING
SOC_000109,PERSON_1320,SnapCircle,user_person_1320,2025-05-22 14:11:00,"New shop opening next week, everyone welcome.",,LOCATION_0277,0.83,SOCIAL_MEDIA_MONITORING
SOC_000110,PERSON_0665,PicWall,user_person_0665,2025-08-14 22:35:24,Weather has been unusually warm this month.,,LOCATION_0179,0.68,SOCIAL_MEDIA_MONITORING
SOC_000111,PERSON_0820,PicWall,user_person_0820,2024-12-18 12:07:19,"Package ready, will hand it over as discussed.",PERSON_1112,LOCATION_0282,0.85,SOCIAL_MEDIA_MONITORING
SOC_000112,PERSON_0168,TalkStream,user_person_0168,2025-05-03 10:01:31,Happy to share we completed the delivery on time.,,LOCATION_0064,0.41,SOCIAL_MEDIA_MONITORING
SOC_000113,PERSON_0894,SnapCircle,user_person_0894,2024-11-30 17:16:11,"Plan is confirmed, let's proceed as talked about.",,LOCATION_0037,0.6,SOCIAL_MEDIA_MONITORING
SOC_000114,PERSON_1005,ConnectHub,user_person_1005,2026-04-14 01:32:54,"New shop opening next week, everyone welcome.",,LOCATION_0154,0.52,SOCIAL_MEDIA_MONITORING
SOC_000115,PERSON_0131,ConnectHub,user_person_0131,2025-12-25 12:43:49,Weather has been unusually warm this month.,,LOCATION_0125,0.64,SOCIAL_MEDIA_MONITORING
SOC_000116,PERSON_0820,PicWall,user_person_0820,2024-10-22 11:54:28,"Great weekend with family, back to work tomorrow.",,LOCATION_0132,0.65,SOCIAL_MEDIA_MONITORING
SOC_000117,PERSON_0160,PicWall,user_person_0160,2024-08-07 09:07:44,"New shop opening next week, everyone welcome.",,LOCATION_0273,0.42,SOCIAL_MEDIA_MONITORING
SOC_000118,PERSON_1092,ConnectHub,user_person_1092,2026-05-05 04:08:20,Happy to share we completed the delivery on time.,,LOCATION_0141,0.67,SOCIAL_MEDIA_MONITORING
SOC_000119,PERSON_0390,SnapCircle,user_person_0390,2024-05-05 12:43:36,"Great weekend with family, back to work tomorrow.",,LOCATION_0232,0.57,SOCIAL_MEDIA_MONITORING
SOC_000120,PERSON_0943,ChirpNet,user_person_0943,2026-01-28 02:12:09,"New shop opening next week, everyone welcome.",,LOCATION_0271,0.56,SOCIAL_MEDIA_MONITORING
SOC_000121,PERSON_0373,ChirpNet,user_person_0373,2024-11-17 21:38:29,"Everything is set for the evening, see you there.",,LOCATION_0018,0.62,SOCIAL_MEDIA_MONITORING
SOC_000122,PERSON_1139,SnapCircle,user_person_1139,2025-11-27 23:06:49,"New shop opening next week, everyone welcome.",,LOCATION_0146,0.6,SOCIAL_MEDIA_MONITORING
SOC_000123,PERSON_0637,SnapCircle,user_person_0637,2024-10-18 16:14:24,Weather has been unusually warm this month.,,LOCATION_0294,0.43,SOCIAL_MEDIA_MONITORING
SOC_000124,PERSON_1282,ChirpNet,user_person_1282,2024-09-17 05:02:45,Traffic was terrible near the market today.,,LOCATION_0189,0.67,SOCIAL_MEDIA_MONITORING
SOC_000125,PERSON_1480,PicWall,user_person_1480,2024-08-06 06:03:25,Traffic was terrible near the market today.,,LOCATION_0127,0.82,SOCIAL_MEDIA_MONITORING
SOC_000126,PERSON_0845,ChirpNet,user_person_0845,2025-06-04 07:39:53,Happy to share we completed the delivery on time.,,LOCATION_0091,0.52,SOCIAL_MEDIA_MONITORING
SOC_000127,PERSON_0684,ConnectHub,user_person_0684,2025-12-21 12:28:29,Weather has been unusually warm this month.,,LOCATION_0243,0.8,SOCIAL_MEDIA_MONITORING
SOC_000128,PERSON_1198,SnapCircle,user_person_1198,2025-10-02 14:15:48,Happy to share we completed the delivery on time.,,LOCATION_0096,0.52,SOCIAL_MEDIA_MONITORING
SOC_000129,PERSON_1484,ConnectHub,user_person_1484,2025-12-19 08:17:25,Weather has been unusually warm this month.,,LOCATION_0013,0.81,SOCIAL_MEDIA_MONITORING
SOC_000130,PERSON_0099,ChirpNet,user_person_0099,2025-04-12 08:46:01,"Everything is set for the evening, see you there.",PERSON_0986,LOCATION_0273,0.72,SOCIAL_MEDIA_MONITORING
SOC_000131,PERSON_0672,SnapCircle,user_person_0672,2025-01-03 09:00:52,Happy to share we completed the delivery on time.,,LOCATION_0167,0.78,SOCIAL_MEDIA_MONITORING
SOC_000132,PERSON_0468,SnapCircle,user_person_0468,2025-07-15 23:22:15,"Great weekend with family, back to work tomorrow.",,LOCATION_0017,0.71,SOCIAL_MEDIA_MONITORING
SOC_000133,PERSON_1265,PicWall,user_person_1265,2025-10-07 08:41:54,Happy to share we completed the delivery on time.,,LOCATION_0196,0.45,SOCIAL_MEDIA_MONITORING
SOC_000134,PERSON_0603,PicWall,user_person_0603,2026-02-25 17:12:15,Happy to share we completed the delivery on time.,,LOCATION_0097,0.54,SOCIAL_MEDIA_MONITORING
SOC_000135,PERSON_1000,SnapCircle,user_person_1000,2024-12-22 18:37:29,"New shop opening next week, everyone welcome.",,LOCATION_0093,0.49,SOCIAL_MEDIA_MONITORING
SOC_000136,PERSON_0670,ChirpNet,user_person_0670,2025-04-11 16:41:00,Happy to share we completed the delivery on time.,,LOCATION_0210,0.6,SOCIAL_MEDIA_MONITORING
SOC_000137,PERSON_1116,ConnectHub,user_person_1116,2026-01-26 05:55:09,"Great weekend with family, back to work tomorrow.",,LOCATION_0231,0.55,SOCIAL_MEDIA_MONITORING
SOC_000138,PERSON_1210,TalkStream,user_person_1210,2024-07-16 20:40:46,Weather has been unusually warm this month.,,LOCATION_0300,0.62,SOCIAL_MEDIA_MONITORING
SOC_000139,PERSON_0251,ConnectHub,user_person_0251,2025-08-17 06:00:34,Traffic was terrible near the market today.,,LOCATION_0015,0.82,SOCIAL_MEDIA_MONITORING
SOC_000140,PERSON_1096,ChirpNet,user_person_1096,2024-05-24 08:41:40,Traffic was terrible near the market today.,,LOCATION_0003,0.7,SOCIAL_MEDIA_MONITORING
SOC_000141,PERSON_1392,ConnectHub,user_person_1392,2024-07-11 00:31:56,Traffic was terrible near the market today.,,LOCATION_0123,0.41,SOCIAL_MEDIA_MONITORING
SOC_000142,PERSON_1254,ConnectHub,user_person_1254,2025-04-07 23:33:47,Happy to share we completed the delivery on time.,,LOCATION_0236,0.4,SOCIAL_MEDIA_MONITORING
SOC_000143,PERSON_0724,PicWall,user_person_0724,2025-07-31 19:36:54,Weather has been unusually warm this month.,,LOCATION_0111,0.48,SOCIAL_MEDIA_MONITORING
SOC_000144,PERSON_0872,ChirpNet,user_person_0872,2024-04-16 05:31:05,"Great weekend with family, back to work tomorrow.",,LOCATION_0105,0.41,SOCIAL_MEDIA_MONITORING
SOC_000145,PERSON_1441,ChirpNet,user_person_1441,2024-07-29 13:32:59,Traffic was terrible near the market today.,,LOCATION_0254,0.4,SOCIAL_MEDIA_MONITORING
SOC_000146,PERSON_0117,TalkStream,user_person_0117,2025-05-18 06:28:35,Traffic was terrible near the market today.,,LOCATION_0042,0.58,SOCIAL_MEDIA_MONITORING
SOC_000147,PERSON_1370,SnapCircle,user_person_1370,2024-11-01 03:55:51,"Package ready, will hand it over as discussed.",,LOCATION_0001,0.74,SOCIAL_MEDIA_MONITORING
SOC_000148,PERSON_0979,ChirpNet,user_person_0979,2024-01-22 18:18:25,"Great weekend with family, back to work tomorrow.",,LOCATION_0181,0.56,SOCIAL_MEDIA_MONITORING
SOC_000149,PERSON_1309,ChirpNet,user_person_1309,2025-04-15 02:31:20,Happy to share we completed the delivery on time.,,LOCATION_0297,0.72,SOCIAL_MEDIA_MONITORING
SOC_000150,PERSON_0941,TalkStream,user_person_0941,2026-03-10 12:48:15,"New shop opening next week, everyone welcome.",,LOCATION_0202,0.68,SOCIAL_MEDIA_MONITORING
SOC_000151,PERSON_0406,TalkStream,user_person_0406,2024-04-26 07:28:29,"Great weekend with family, back to work tomorrow.",,LOCATION_0243,0.48,SOCIAL_MEDIA_MONITORING
