device_id,device_type,first_seen,source
DEVICE_00045,feature_phone,2026-04-24 05:05:57,TELCO_REGISTRY
DEVICE_00046,smartphone,2023-04-14 11:05:36,TELCO_REGISTRY
DEVICE_00047,feature_phone,2025-12-24 10:21:25,TELCO_REGISTRY
DEVICE_00048,smartphone,2025-01-15 16:17:55,TELCO_REGISTRY
DEVICE_00049,smartphone,2025-09-15 03:28:36,TELCO_REGISTRY
DEVICE_00050,smartphone,2024-02-24 12:13:51,TELCO_REGISTRY
DEVICE_00051,feature_phone,2025-03-08 20:31:42,TELCO_REGISTRY
DEVICE_00052,smartphone,2024-02-06 05:52:29,TELCO_REGISTRY
DEVICE_00053,feature_phone,2022-12-18 05:25:46,TELCO_REGISTRY
DEVICE_00054,smartphone,2026-02-24 23:31:30,TELCO_REGISTRY
DEVICE_00055,feature_phone,2024-04-14 03:11:32,TELCO_REGISTRY
DEVICE_00056,feature_phone,2024-07-13 10:23:47,TELCO_REGISTRY
DEVICE_00057,feature_phone,2023-03-03 23:16:25,TELCO_REGISTRY
DEVICE_00058,feature_phone,2023-01-31 19:57:31,TELCO_REGISTRY
DEVICE_00059,feature_phone,2024-01-13 06:12:32,TELCO_REGISTRY
DEVICE_00060,smartphone,2023-03-01 08:35:00,TELCO_REGISTRY
DEVICE_00061,smartphone,2026-03-07 16:16:39,TELCO_REGISTRY
DEVICE_00062,feature_phone,2026-01-23 17:50:22,TELCO_REGISTRY
DEVICE_00063,smartphone,2026-03-14 06:05:17,TELCO_REGISTRY
DEVICE_00064,feature_phone,2022-12-12 07:31:06,TELCO_REGISTRY
DEVICE_00065,smartphone,2026-01-06 09:30:23,TELCO_REGISTRY
DEVICE_00066,smartphone,2024-10-22 02:14:13,TELCO_REGISTRY
DEVICE_00067,feature_phone,2024-12-06 08:35:50,TELCO_REGISTRY
DEVICE_00068,feature_phone,2025-01-19 00:36:50,TELCO_REGISTRY
DEVICE_00069,smartphone,2024-06-17 05:18:19,TELCO_REGISTRY
DEVICE_00070,smartphone,2024-08-28 00:34:11,TELCO_REGISTRY
DEVICE_00071,feature_phone,2025-11-20 00:31:00,TELCO_REGISTRY
DEVICE_00072,smartphone,2024-10-19 08:46:50,TELCO_REGISTRY
DEVICE_00073,smartphone,2024-06-14 16:58:44,TELCO_REGISTRY
DEVICE_00074,smartphone,2023-03-22 16:52:41,TELCO_REGISTRY
DEVICE_00075,feature_phone,2026-01-12 18:37:26,TELCO_REGISTRY
DEVICE_00076,smartphone,2023-04-27 16:15:09,TELCO_REGISTRY
DEVICE_00077,feature_phone,2026-04-17 03:05:10,TELCO_REGISTRY
DEVICE_00078,smartphone,2025-12-10 04:53:18,TELCO_REGISTRY
DEVICE_00079,smartphone,2023-08-31 07:27:12,TELCO_REGISTRY
DEVICE_00080,smartphone,2025-11-26 19:43:21,TELCO_REGISTRY
DEVICE_00081,smartphone,2023-01-09 19:06:18,TELCO_REGISTRY
DEVICE_00082,feature_phone,2025-08-21 19:19:16,TELCO_REGISTRY
DEVICE_00083,smartphone,2022-12-02 09:09:23,TELCO_REGISTRY
DEVICE_00084,feature_phone,2024-06-16 17:37:19,TELCO_REGISTRY
DEVICE_00085,smartphone,2025-09-08 17:04:24,TELCO_REGISTRY
DEVICE_00086,smartphone,2023-06-03 00:32:27,TELCO_REGISTRY
DEVICE_00087,feature_phone,2023-07-14 13:32:55,TELCO_REGISTRY
DEVICE_00088,feature_phone,2026-01-22 15:01:04,TELCO_REGISTRY
DEVICE_00089,feature_phone,2025-08-21 09:29:06,TELCO_REGISTRY
DEVICE_00090,feature_phone,2023-11-21 00:48:54,TELCO_REGISTRY
DEVICE_00091,feature_phone,2023-04-01 13:04:02,TELCO_REGISTRY
DEVICE_00092,feature_phone,2023-07-05 05:52:37,TELCO_REGISTRY
DEVICE_00093,feature_phone,2023-10-13 16:04:00,TELCO_REGISTRY
DEVICE_00094,smartphone,2025-02-19 12:44:50,TELCO_REGISTRY
DEVICE_00095,smartphone,2023-10-18 12:05:15,TELCO_REGISTRY
DEVICE_00096,feature_phone,2022-12-10 00:05:44,TELCO_REGISTRY
DEVICE_00097,feature_phone,2024-11-23 13:43:17,TELCO_REGISTRY
DEVICE_00098,feature_phone,2024-09-05 11:48:28,TELCO_REGISTRY
DEVICE_00099,feature_phone,2025-01-28 18:32:38,TELCO_REGISTRY
DEVICE_00100,feature_phone,2024-05-18 07:30:38,TELCO_REGISTRY
DEVICE_00101,feature_phone,2024-08-08 06:19:09,TELCO_REGISTRY
DEVICE_00102,feature_phone,2023-12-17 07:29:43,TELCO_REGISTRY
DEVICE_00103,feature_phone,2026-02-02 20:33:20,TELCO_REGISTRY
DEVICE_00104,smartphone,2023-12-25 04:33:32,TELCO_REGISTRY
DEVICE_00105,feature_phone,2025-07-18 19:21:43,TELCO_REGISTRY
DEVICE_00106,feature_phone,2023-08-12 15:42:10,TELCO_REGISTRY
DEVICE_00107,feature_phone,2025-08-25 22:42:11,TELCO_REGISTRY
DEVICE_00108,feature_phone,2023-09-16 15:46:35,TELCO_REGISTRY
DEVICE_00109,smartphone,2023-01-24 13:36:48,TELCO_REGISTRY
DEVICE_00110,smartphone,2024-08-27 14:49:12,TELCO_REGISTRY
DEVICE_00111,smartphone,2023-08-20 08:10:35,TELCO_REGISTRY
DEVICE_00112,smartphone,2025-07-16 00:20:25,TELCO_REGISTRY
DEVICE_00113,feature_phone,2026-02-21 16:50:43,TELCO_REGISTRY
DEVICE_00114,smartphone,2026-01-12 15:28:35,TELCO_REGISTRY
DEVICE_00115,feature_phone,2023-02-01 03:57:14,TELCO_REGISTRY
DEVICE_00116,smartphone,2024-01-03 17:49:26,TELCO_REGISTRY
DEVICE_00117,feature_phone,2025-02-04 20:27:23,TELCO_REGISTRY
DEVICE_00118,smartphone,2023-08-14 05:09:00,TELCO_REGISTRY
DEVICE_00119,feature_phone,2022-12-28 03:45:31,TELCO_REGISTRY
DEVICE_00120,smartphone,2026-01-22 20:51:03,TELCO_REGISTRY
DEVICE_00121,smartphone,2024-06-12 01:56:14,TELCO_REGISTRY
DEVICE_00122,smartphone,2023-10-11 05:22:24,TELCO_REGISTRY
DEVICE_00123,smartphone,2025-12-24 16:40:44,TELCO_REGISTRY
DEVICE_00124,feature_phone,2024-08-04 16:05:15,TELCO_REGISTRY
DEVICE_00125,smartphone,2023-09-20 00:40:26,TELCO_REGISTRY
DEVICE_00126,smartphone,2024-06-11 22:36:21,TELCO_REGISTRY
DEVICE_00127,smartphone,2024-09-20 19:28:50,TELCO_REGISTRY
DEVICE_00128,feature_phone,2022-11-29 22:15:09,TELCO_REGISTRY
DEVICE_00129,feature_phone,2024-03-22 10:09:00,TELCO_REGISTRY
DEVICE_00130,smartphone,2023-02-15 22:03:49,TELCO_REGISTRY
DEVICE_00131,smartphone,2026-03-17 18:48:51,TELCO_REGISTRY
DEVICE_00132,feature_phone,2024-05-08 19:37:59,TELCO_REGISTRY
DEVICE_00133,smartphone,2025-03-08 13:55:24,TELCO_REGISTRY
DEVICE_00134,feature_phone,2026-03-27 21:47:30,TELCO_REGISTRY
DEVICE_00135,smartphone,2024-09-04 03:57:04,TELCO_REGISTRY
DEVICE_00136,smartphone,2023-02-24 08:24:01,TELCO_REGISTRY
DEVICE_00137,feature_phone,2024-11-28 05:04:38,TELCO_REGISTRY
DEVICE_00138,feature_phone,2023-11-27 02:00:08,TELCO_REGISTRY
DEVICE_00139,smartphone,2023-05-17 06:39:14,TELCO_REGISTRY
DEVICE_00140,smartphone,2025-07-01 21:37:49,TELCO_REGISTRY
DEVICE_00141,smartphone,2025-12-08 14:05:49,TELCO_REGISTRY
DEVICE_00142,smartphone,2025-04-06 07:08:36,TELCO_REGISTRY
DEVICE_00143,feature_phone,2023-01-16 17:33:26,TELCO_REGISTRY
DEVICE_00144,smartphone,2023-05-29 14:23:34,TELCO_REGISTRY
DEVICE_00145,feature_phone,2026-02-12 16:36:40,TELCO_REGISTRY
DEVICE_00146,smartphone,2023-01-04 18:07:34,TELCO_REGISTRY
DEVICE_00147,feature_phone,2024-11-23 03:24:21,TELCO_REGISTRY
DEVICE_00148,feature_phone,2025-04-03 19:19:17,TELCO_REGISTRY
DEVICE_00149,feature_phone,2025-06-14 17:43:50,TELCO_REGISTRY
DEVICE_00150,feature_phone,2023-06-23 17:24:26,TELCO_REGISTRY
DEVICE_00151,feature_phone,2024-04-07 09:32:45,TELCO_REGISTRY
DEVICE_00152,smartphone,2023-03-04 17:04:29,TELCO_REGISTRY
DEVICE_00153,feature_phone,2025-01-29 03:27:27,TELCO_REGISTRY
DEVICE_00154,smartphone,2024-01-19 07:48:12,TELCO_REGISTRY
DEVICE_00155,smartphone,2023-08-06 03:03:42,TELCO_REGISTRY
DEVICE_00156,feature_phone,2023-05-20 12:25:39,TELCO_REGISTRY
DEVICE_00157,feature_phone,2024-10-02 06:44:23,TELCO_REGISTRY
DEVICE_00158,smartphone,2023-08-05 03:11:15,TELCO_REGISTRY
DEVICE_00159,smartphone,2023-05-16 03:08:28,TELCO_REGISTRY
DEVICE_00160,feature_phone,2024-04-17 22:49:58,TELCO_REGISTRY
DEVICE_00161,feature_phone,2023-05-30 11:36:32,TELCO_REGISTRY
DEVICE_00162,feature_phone,2023-03-20 02:36:59,TELCO_REGISTRY
DEVICE_00163,feature_phone,2023-10-14 04:14:46,TELCO_REGISTRY
DEVICE_00164,smartphone,2023-04-17 14:44:19,TELCO_REGISTRY
DEVICE_00165,smartphone,2024-08-23 19:19:13,TELCO_REGISTRY
DEVICE_00166,smartphone,2023-02-05 01:59:41,TELCO_REGISTRY
DEVICE_00167,smartphone,2024-05-19 08:31:01,TELCO_REGISTRY
DEVICE_00168,smartphone,2023-04-20 23:03:26,TELCO_REGISTRY
DEVICE_00169,smartphone,2025-10-25 20:55:51,TELCO_REGISTRY
DEVICE_00170,smartphone,2025-03-27 10:15:33,TELCO_REGISTRY
DEVICE_00171,feature_phone,2023-05-22 14:52:32,TELCO_REGISTRY
DEVICE_00172,feature_phone,2023-06-03 23:00:20,TELCO_REGISTRY
DEVICE_00173,feature_phone,2025-11-12 15:41:08,TELCO_REGISTRY
DEVICE_00174,feature_phone,2025-11-04 18:41:41,TELCO_REGISTRY
DEVICE_00175,smartphone,2026-02-22 04:22:14,TELCO_REGISTRY
DEVICE_00176,smartphone,2026-01-08 10:34:43,TELCO_REGISTRY
DEVICE_00177,feature_phone,2023-07-29 13:13:32,TELCO_REGISTRY
DEVICE_00178,smartphone,2023-11-11 01:51:46,TELCO_REGISTRY
DEVICE_00179,smartphone,2024-01-29 05:32:38,TELCO_REGISTRY
DEVICE_00180,feature_phone,2024-02-20 06:58:12,TELCO_REGISTRY
DEVICE_00181,smartphone,2023-05-06 11:02:19,TELCO_REGISTRY
DEVICE_00182,smartphone,2026-03-19 02:54:46,TELCO_REGISTRY
DEVICE_00183,feature_phone,2025-07-20 08:03:27,TELCO_REGISTRY
DEVICE_00184,smartphone,2023-03-19 00:45:32,TELCO_REGISTRY
DEVICE_00185,smartphone,2025-08-06 03:13:20,TELCO_REGISTRY
DEVICE_00186,smartphone,2023-11-14 12:11:09,TELCO_REGISTRY
DEVICE_00187,smartphone,2023-05-28 00:27:52,TELCO_REGISTRY
DEVICE_00188,feature_phone,2024-07-02 00:35:45,TELCO_REGISTRY
DEVICE_00189,feature_phone,2023-05-14 12:44:29,TELCO_REGISTRY
DEVICE_00190,feature_phone,2025-10-05 03:45:47,TELCO_REGISTRY
DEVICE_00191,smartphone,2026-03-07 08:10:47,TELCO_REGISTRY
DEVICE_00192,smartphone,2025-11-22 18:21:43,TELCO_REGISTRY
DEVICE_00193,feature_phone,2023-03-08 06:09:08,TELCO_REGISTRY
DEVICE_00194,smartphone,2024-08-09 20:21:59,TELCO_REGISTRY
DEVICE_00195,feature_phone,2025-04-15 23:30:53,TELCO_REGISTRY
DEVICE_00196,smartphone,2024-01-20 17:32:03,TELCO_REGISTRY
DEVICE_00197,smartphone,2024-07-07 14:50:44,TELCO_REGISTRY
DEVICE_00198,feature_phone,2023-02-24 17:30:13,TELCO_REGISTRY
DEVICE_00199,feature_phone,2025-02-22 06:41:23,TELCO_REGISTRY
DEVICE_00200,smartphone,2025-08-28 17:49:05,TELCO_REGISTRY
DEVICE_00201,smartphone,2024-06-15 22:20:22,TELCO_REGISTRY
DEVICE_00202,feature_phone,2024-01-05 14:49:51,TELCO_REGISTRY
DEVICE_00203,feature_phone,2023-10-07 17:04:18,TELCO_REGISTRY
DEVICE_00204,feature_phone,2023-05-12 14:23:04,TELCO_REGISTRY
DEVICE_00205,feature_phone,2025-06-17 11:02:45,TELCO_REGISTRY
DEVICE_00206,feature_phone,2026-03-04 05:23:50,TELCO_REGISTRY
DEVICE_00207,smartphone,2023-02-24 02:34:21,TELCO_REGISTRY
DEVICE_00208,smartphone,2022-12-28 17:51:02,TELCO_REGISTRY
DEVICE_00209,smartphone,2024-10-17 07:18:14,TELCO_REGISTRY
DEVICE_00210,feature_phone,2023-02-27 00:10:59,TELCO_REGISTRY
DEVICE_00211,feature_phone,2025-01-22 21:13:26,TELCO_REGISTRY
DEVICE_00212,smartphone,2025-06-12 03:34:19,TELCO_REGISTRY
DEVICE_00213,feature_phone,2025-03-01 03:03:17,TELCO_REGISTRY
DEVICE_00214,smartphone,2024-07-01 04:06:41,TELCO_REGISTRY
DEVICE_00215,feature_phone,2025-10-18 20:42:45,TELCO_REGISTRY
DEVICE_00216,smartphone,2023-09-05 06:06:20,TELCO_REGISTRY
DEVICE_00217,smartphone,2023-10-23 17:28:47,TELCO_REGISTRY
DEVICE_00218,feature_phone,2025-08-10 09:39:15,TELCO_REGISTRY
DEVICE_00219,smartphone,2024-09-24 16:55:15,TELCO_REGISTRY
DEVICE_00220,smartphone,2025-01-03 18:54:21,TELCO_REGISTRY
DEVICE_00221,smartphone,2023-10-24 06:54:46,TELCO_REGISTRY
DEVICE_00222,feature_phone,2024-06-15 16:40:35,TELCO_REGISTRY
DEVICE_00223,feature_phone,2023-06-23 21:12:08,TELCO_REGISTRY
DEVICE_00224,smartphone,2026-04-25 10:23:28,TELCO_REGISTRY
DEVICE_00225,smartphone,2024-11-02 21:25:02,TELCO_REGISTRY
DEVICE_00226,feature_phone,2023-11-17 09:50:54,TELCO_REGISTRY
DEVICE_00227,smartphone,2025-07-24 02:42:41,TELCO_REGISTRY
DEVICE_00228,smartphone,2024-09-17 22:12:03,TELCO_REGISTRY
DEVICE_00229,feature_phone,2024-11-02 02:13:33,TELCO_REGISTRY
DEVICE_00230,smartphone,2026-01-03 23:28:45,TELCO_REGISTRY
DEVICE_00231,smartphone,2025-03-19 21:50:45,TELCO_REGISTRY
DEVICE_00232,smartphone,2024-01-22 11:02:00,TELCO_REGISTRY
DEVICE_00233,smartphone,2025-10-24 22:57:23,TELCO_REGISTRY
DEVICE_00234,feature_phone,2023-04-22 19:41:27,TELCO_REGISTRY
DEVICE_00235,feature_phone,2024-11-18 12:16:24,TELCO_REGISTRY
DEVICE_00236,feature_phone,2024-02-20 02:22:24,TELCO_REGISTRY
DEVICE_00237,feature_phone,2024-03-10 10:00:32,TELCO_REGISTRY
DEVICE_00238,feature_phone,2023-03-08 19:59:31,TELCO_REGISTRY
DEVICE_00239,smartphone,2023-06-19 09:32:46,TELCO_REGISTRY
DEVICE_00240,feature_phone,2023-11-02 08:18:04,TELCO_REGISTRY
DEVICE_00241,feature_phone,2025-11-25 12:35:08,TELCO_REGISTRY
DEVICE_00242,feature_phone,2026-03-26 07:25:01,TELCO_REGISTRY
DEVICE_00243,smartphone,2024-01-07 11:15:00,TELCO_REGISTRY
DEVICE_00244,smartphone,2024-01-10 22:28:46,TELCO_REGISTRY
DEVICE_00245,smartphone,2025-01-26 21:18:50,TELCO_REGISTRY
DEVICE_00246,feature_phone,2024-09-22 15:41:03,TELCO_REGISTRY
DEVICE_00247,smartphone,2024-01-01 10:18:31,TELCO_REGISTRY
DEVICE_00248,smartphone,2025-02-11 16:32:03,TELCO_REGISTRY
DEVICE_00249,smartphone,2023-01-28 22:21:59,TELCO_REGISTRY
DEVICE_00250,feature_phone,2023-06-04 15:09:52,TELCO_REGISTRY
DEVICE_00251,feature_phone,2023-04-05 21:33:25,TELCO_REGISTRY
DEVICE_00252,feature_phone,2025-04-03 09:57:26,TELCO_REGISTRY
DEVICE_00253,feature_phone,2026-01-30 14:01:55,TELCO_REGISTRY
DEVICE_00254,feature_phone,2024-07-07 19:35:04,TELCO_REGISTRY
DEVICE_00255,feature_phone,2026-03-19 16:53:16,TELCO_REGISTRY
DEVICE_00256,smartphone,2024-09-22 16:27:42,TELCO_REGISTRY
DEVICE_00257,feature_phone,2025-07-19 12:12:05,TELCO_REGISTRY
DEVICE_00258,smartphone,2025-05-23 08:21:02,TELCO_REGISTRY
DEVICE_00259,feature_phone,2025-09-15 17:29:19,TELCO_REGISTRY
DEVICE_00260,feature_phone,2023-05-23 03:35:18,TELCO_REGISTRY
DEVICE_00261,smartphone,2023-11-25 20:58:49,TELCO_REGISTRY
DEVICE_00262,feature_phone,2025-03-03 15:28:28,TELCO_REGISTRY
DEVICE_00263,feature_phone,2026-04-08 09:46:52,TELCO_REGISTRY
DEVICE_00264,smartphone,2023-01-27 20:22:36,TELCO_REGISTRY
DEVICE_00265,feature_phone,2026-03-12 21:43:59,TELCO_REGISTRY
DEVICE_00266,smartphone,2024-07-08 17:27:06,TELCO_REGISTRY
DEVICE_00267,feature_phone,2026-03-15 00:42:10,TELCO_REGISTRY
DEVICE_00268,smartphone,2023-04-29 23:35:23,TELCO_REGISTRY
DEVICE_00269,smartphone,2025-08-14 12:33:58,TELCO_REGISTRY
DEVICE_00270,feature_phone,2026-04-30 10:43:19,TELCO_REGISTRY
DEVICE_00271,smartphone,2024-05-26 10:12:18,TELCO_REGISTRY
DEVICE_00272,smartphone,2023-01-09 17:54:12,TELCO_REGISTRY
DEVICE_00273,feature_phone,2025-06-26 22:17:02,TELCO_REGISTRY
DEVICE_00274,feature_phone,2023-07-03 09:20:50,TELCO_REGISTRY
DEVICE_00275,smartphone,2023-06-11 12:48:41,TELCO_REGISTRY
DEVICE_00276,feature_phone,2025-03-02 01:02:31,TELCO_REGISTRY
DEVICE_00277,smartphone,2024-11-27 13:00:07,TELCO_REGISTRY
DEVICE_00278,smartphone,2025-08-12 13:31:36,TELCO_REGISTRY
DEVICE_00279,smartphone,2023-07-04 20:15:52,TELCO_REGISTRY
DEVICE_00280,smartphone,2024-08-13 10:00:20,TELCO_REGISTRY
DEVICE_00281,smartphone,2026-03-04 06:36:25,TELCO_REGISTRY
DEVICE_00282,feature_phone,2025-08-11 14:01:03,TELCO_REGISTRY
DEVICE_00283,feature_phone,2023-01-22 17:39:38,TELCO_REGISTRY
DEVICE_00284,feature_phone,2025-03-31 14:32:21,TELCO_REGISTRY
DEVICE_00285,feature_phone,2025-07-23 11:24:07,TELCO_REGISTRY
DEVICE_00286,smartphone,2025-03-20 19:50:34,TELCO_REGISTRY
DEVICE_00287,feature_phone,2023-03-29 11:36:54,TELCO_REGISTRY
DEVICE_00288,feature_phone,2023-04-14 15:10:42,TELCO_REGISTRY
DEVICE_00289,smartphone,2023-07-27 16:05:38,TELCO_REGISTRY
DEVICE_00290,smartphone,2024-06-03 13:25:12,TELCO_REGISTRY
DEVICE_00291,smartphone,2024-07-19 09:40:49,TELCO_REGISTRY
DEVICE_00292,feature_phone,2026-04-01 08:15:14,TELCO_REGISTRY
DEVICE_00293,feature_phone,2024-08-08 16:02:34,TELCO_REGISTRY
DEVICE_00294,feature_phone,2024-02-23 07:15:40,TELCO_REGISTRY
DEVICE_00295,feature_phone,2025-03-18 05:00:31,TELCO_REGISTRY
DEVICE_00296,smartphone,2023-01-21 06:26:21,TELCO_REGISTRY
DEVICE_00297,feature_phone,2023-10-03 10:29:03,TELCO_REGISTRY
DEVICE_00298,feature_phone,2025-06-11 23:08:17,TELCO_REGISTRY
DEVICE_00299,feature_phone,2022-12-05 16:00:05,TELCO_REGISTRY
DEVICE_00300,smartphone,2023-01-30 10:30:44,TELCO_REGISTRY
DEVICE_00301,feature_phone,2025-01-26 05:21:36,TELCO_REGISTRY
DEVICE_00302,smartphone,2026-03-24 04:36:49,TELCO_REGISTRY
DEVICE_00303,feature_phone,2023-11-02 10:43:24,TELCO_REGISTRY
DEVICE_00304,smartphone,2025-08-23 22:02:41,TELCO_REGISTRY
DEVICE_00305,smartphone,2023-05-26 08:00:06,TELCO_REGISTRY
DEVICE_00306,smartphone,2024-01-23 10:49:41,TELCO_REGISTRY
DEVICE_00307,smartphone,2025-09-21 23:34:57,TELCO_REGISTRY
DEVICE_00308,feature_phone,2024-01-04 09:41:45,TELCO_REGISTRY
DEVICE_00309,smartphone,2026-04-11 02:27:38,TELCO_REGISTRY
DEVICE_00310,feature_phone,2025-09-06 20:16:17,TELCO_REGISTRY
DEVICE_00311,feature_phone,2024-08-14 20:53:31,TELCO_REGISTRY
DEVICE_00312,smartphone,2025-05-22 19:26:16,TELCO_REGISTRY
DEVICE_00313,feature_phone,2026-02-03 17:58:56,TELCO_REGISTRY
DEVICE_00314,feature_phone,2025-11-10 08:05:44,TELCO_REGISTRY
DEVICE_00315,feature_phone,2024-08-06 00:46:22,TELCO_REGISTRY
DEVICE_00316,smartphone,2026-03-12 09:27:59,TELCO_REGISTRY
DEVICE_00317,smartphone,2025-05-30 20:25:57,TELCO_REGISTRY
DEVICE_00318,feature_phone,2025-10-11 12:31:08,TELCO_REGISTRY
DEVICE_00319,smartphone,2023-03-26 19:58:41,TELCO_REGISTRY
DEVICE_00320,feature_phone,2024-09-05 21:40:08,TELCO_REGISTRY
DEVICE_00321,smartphone,2023-04-23 05:21:38,TELCO_REGISTRY
DEVICE_00322,smartphone,2023-03-19 00:29:27,TELCO_REGISTRY
DEVICE_00323,smartphone,2025-07-04 12:36:24,TELCO_REGISTRY
DEVICE_00324,smartphone,2025-02-21 20:06:01,TELCO_REGISTRY
DEVICE_00325,smartphone,2025-11-03 12:41:50,TELCO_REGISTRY
DEVICE_00326,feature_phone,2025-05-18 02:33:59,TELCO_REGISTRY
DEVICE_00327,feature_phone,2025-07-30 08:33:31,TELCO_REGISTRY
DEVICE_00328,feature_phone,2024-07-03 00:22:53,TELCO_REGISTRY
DEVICE_00329,feature_phone,2023-04-16 00:04:57,TELCO_REGISTRY
DEVICE_00330,feature_phone,2023-02-28 05:33:17,TELCO_REGISTRY
DEVICE_00331,feature_phone,2023-06-13 16:48:41,TELCO_REGISTRY
DEVICE_00332,feature_phone,2023-06-18 22:49:44,TELCO_REGISTRY
DEVICE_00333,feature_phone,2023-08-22 16:49:56,TELCO_REGISTRY
DEVICE_00334,feature_phone,2023-09-10 06:43:10,TELCO_REGISTRY
DEVICE_00335,smartphone,2024-09-19 04:21:21,TELCO_REGISTRY
DEVICE_00336,feature_phone,2023-02-13 00:42:23,TELCO_REGISTRY
DEVICE_00337,feature_phone,2025-09-13 08:13:32,TELCO_REGISTRY
DEVICE_00338,smartphone,2024-09-16 12:09:13,TELCO_REGISTRY
DEVICE_00339,smartphone,2022-12-27 21:20:53,TELCO_REGISTRY
DEVICE_00340,feature_phone,2023-02-27 06:06:35,TELCO_REGISTRY
DEVICE_00341,feature_phone,2023-03-26 09:38:35,TELCO_REGISTRY
DEVICE_00342,smartphone,2025-08-10 00:31:51,TELCO_REGISTRY
DEVICE_00343,feature_phone,2023-08-06 18:28:28,TELCO_REGISTRY
DEVICE_00344,feature_phone,2026-04-22 04:09:49,TELCO_REGISTRY
DEVICE_00345,smartphone,2025-08-17 02:15:43,TELCO_REGISTRY
DEVICE_00346,smartphone,2025-07-07 20:33:48,TELCO_REGISTRY
DEVICE_00347,feature_phone,2023-05-18 05:15:22,TELCO_REGISTRY
DEVICE_00348,smartphone,2024-10-18 17:57:25,TELCO_REGISTRY
DEVICE_00349,smartphone,2023-05-20 03:32:05,TELCO_REGISTRY
DEVICE_00350,feature_phone,2025-01-16 09:28:42,TELCO_REGISTRY
DEVICE_00351,smartphone,2025-11-16 09:15:16,TELCO_REGISTRY
DEVICE_00352,feature_phone,2023-01-19 10:00:28,TELCO_REGISTRY
DEVICE_00353,feature_phone,2023-10-19 08:49:05,TELCO_REGISTRY
