history_id,person_id,case_id,crime_type,date,role,status,source,confidence
HIST_00066,PERSON_0046,CASE_0231,vehicle theft,2025-02-26 08:35:10,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.86
HIST_00067,PERSON_0720,CASE_0239,vehicle theft,2022-03-12 18:48:02,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00068,PERSON_0720,CASE_0224,financial fraud,2025-08-08 01:52:47,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00069,PERSON_0517,CASE_0275,robbery,2022-04-04 05:00:29,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00070,PERSON_0065,CASE_0263,organized financial crime,2022-01-13 19:24:21,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.83
HIST_00071,PERSON_0909,CASE_0296,organized financial crime,2022-12-12 04:35:10,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00072,PERSON_0676,CASE_0163,organized theft,2024-02-22 17:34:09,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.96
HIST_00073,PERSON_0666,CASE_0107,cyber fraud,2026-05-13 04:24:43,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.78
HIST_00074,PERSON_0851,CASE_0268,smuggling,2022-11-10 04:10:40,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.91
HIST_00075,PERSON_1066,CASE_0098,cyber fraud,2025-12-04 01:42:12,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.85
HIST_00076,PERSON_0171,CASE_0008,organized financial crime,2025-08-31 02:15:43,accused,closed,CRIMINAL_RECORDS_DATABASE,0.72
HIST_00077,PERSON_0171,CASE_0090,financial fraud,2022-11-29 00:24:53,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.76
HIST_00078,PERSON_1438,CASE_0228,cyber fraud,2024-08-29 17:01:03,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00079,PERSON_1438,CASE_0167,extortion,2022-09-17 03:44:24,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.64
HIST_00080,PERSON_0950,CASE_0204,organized financial crime,2024-12-21 12:02:19,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00081,PERSON_0618,CASE_0153,financial fraud,2026-01-18 22:52:00,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.89
HIST_00082,PERSON_0618,CASE_0193,cyber fraud,2021-10-28 14:52:12,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00083,PERSON_0319,CASE_0154,forgery,2022-12-14 03:00:13,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00084,PERSON_1232,CASE_0283,organized financial crime,2025-07-08 17:13:25,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.93
HIST_00085,PERSON_1232,CASE_0124,vehicle theft,2023-04-09 03:32:30,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00086,PERSON_1104,CASE_0184,illegal betting,2026-06-19 15:08:57,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.63
HIST_00087,PERSON_1104,CASE_0047,vehicle theft,2022-02-28 20:30:44,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.78
HIST_00088,PERSON_0591,CASE_0140,illegal betting,2023-09-01 14:25:21,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00089,PERSON_0332,CASE_0204,organized financial crime,2021-12-28 12:01:02,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.63
HIST_00090,PERSON_1349,CASE_0081,smuggling,2025-01-12 17:06:58,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.89
HIST_00091,PERSON_0959,CASE_0109,illegal betting,2025-08-11 08:20:48,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.72
HIST_00092,PERSON_0959,CASE_0134,extortion,2024-07-16 12:50:47,witness,closed,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00093,PERSON_0256,CASE_0241,financial fraud,2025-05-08 06:53:49,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.79
HIST_00094,PERSON_0104,CASE_0292,robbery,2024-05-11 02:12:11,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00095,PERSON_0874,CASE_0289,smuggling,2026-03-10 04:04:32,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00096,PERSON_0874,CASE_0073,smuggling,2023-03-28 13:55:39,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.84
HIST_00097,PERSON_1056,CASE_0048,extortion,2025-06-25 06:18:35,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.84
HIST_00098,PERSON_1056,CASE_0158,extortion,2023-04-30 12:59:44,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.85
HIST_00099,PERSON_0370,CASE_0106,illegal betting,2025-12-06 01:17:01,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.71
HIST_00100,PERSON_1428,CASE_0197,organized financial crime,2022-03-03 14:51:37,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00101,PERSON_0037,CASE_0263,cyber fraud,2023-09-21 00:18:30,witness,closed,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00102,PERSON_1461,CASE_0184,organized financial crime,2023-10-28 23:15:59,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.93
HIST_00103,PERSON_0606,CASE_0011,organized theft,2025-01-25 04:35:08,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.91
HIST_00104,PERSON_1188,CASE_0141,smuggling,2023-07-05 07:50:33,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.86
HIST_00105,PERSON_1188,CASE_0155,extortion,2026-06-04 21:54:18,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.69
HIST_00106,PERSON_0083,CASE_0146,extortion,2022-12-19 09:16:45,witness,closed,CRIMINAL_RECORDS_DATABASE,0.62
HIST_00107,PERSON_0803,CASE_0003,cyber fraud,2026-06-05 11:36:51,witness,closed,CRIMINAL_RECORDS_DATABASE,0.78
HIST_00108,PERSON_0807,CASE_0195,organized theft,2022-09-19 02:09:38,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00109,PERSON_0807,CASE_0106,extortion,2026-01-27 08:51:12,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00110,PERSON_0985,CASE_0190,organized theft,2025-03-21 00:28:32,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.85
HIST_00111,PERSON_1046,CASE_0193,illegal betting,2025-07-01 11:55:33,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00112,PERSON_0200,CASE_0096,organized theft,2024-03-05 20:00:19,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00113,PERSON_1459,CASE_0233,organized financial crime,2024-08-07 16:06:43,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00114,PERSON_1459,CASE_0141,forgery,2026-05-16 22:53:32,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.77
HIST_00115,PERSON_0551,CASE_0272,smuggling,2023-03-07 11:59:09,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00116,PERSON_0302,CASE_0029,robbery,2024-06-19 01:56:18,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00117,PERSON_0302,CASE_0195,vehicle theft,2022-06-01 00:41:00,accused,closed,CRIMINAL_RECORDS_DATABASE,0.71
HIST_00118,PERSON_0269,CASE_0083,cyber fraud,2022-02-08 00:14:20,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.72
HIST_00119,PERSON_1389,CASE_0135,illegal betting,2024-10-28 15:10:50,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.8
HIST_00120,PERSON_1389,CASE_0235,forgery,2026-04-04 15:29:42,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.63
HIST_00121,PERSON_0030,CASE_0138,financial fraud,2024-04-07 03:03:23,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00122,PERSON_0790,CASE_0165,organized theft,2025-04-03 06:02:56,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.71
HIST_00123,PERSON_0790,CASE_0260,illegal betting,2022-11-08 18:27:45,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.83
HIST_00124,PERSON_0500,CASE_0220,organized theft,2025-11-03 19:31:23,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.79
HIST_00125,PERSON_0500,CASE_0081,cyber fraud,2025-10-05 23:26:42,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.91
HIST_00126,PERSON_1206,CASE_0027,cyber fraud,2025-11-23 18:04:20,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.85
HIST_00127,PERSON_1337,CASE_0055,forgery,2022-11-29 18:27:43,witness,closed,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00128,PERSON_1337,CASE_0207,illegal betting,2021-12-30 04:31:29,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00129,PERSON_0504,CASE_0065,vehicle theft,2025-07-28 10:52:21,accused,closed,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00130,PERSON_0504,CASE_0022,organized theft,2024-09-06 12:56:39,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.93
HIST_00131,PERSON_0677,CASE_0201,smuggling,2026-01-07 18:31:14,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00132,PERSON_0727,CASE_0051,robbery,2022-05-24 22:48:28,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00133,PERSON_1223,CASE_0098,smuggling,2024-11-09 16:18:45,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.69
HIST_00134,PERSON_0945,CASE_0090,forgery,2024-03-01 14:22:49,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.76
HIST_00135,PERSON_1221,CASE_0185,cyber fraud,2026-03-22 03:54:28,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00136,PERSON_1221,CASE_0235,forgery,2025-02-18 08:22:42,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.87
HIST_00137,PERSON_0187,CASE_0297,robbery,2024-12-29 16:54:46,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.73
HIST_00138,PERSON_0187,CASE_0290,organized theft,2021-12-24 00:27:09,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.63
HIST_00139,PERSON_0643,CASE_0237,organized financial crime,2025-09-03 07:03:45,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.85
HIST_00140,PERSON_1051,CASE_0066,illegal betting,2026-03-07 17:56:07,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.82
HIST_00141,PERSON_0846,CASE_0180,extortion,2022-04-30 18:16:50,accused,closed,CRIMINAL_RECORDS_DATABASE,0.93
HIST_00142,PERSON_0846,CASE_0104,financial fraud,2022-03-01 10:57:40,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00143,PERSON_0417,CASE_0249,vehicle theft,2021-11-09 02:55:37,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00144,PERSON_0417,CASE_0087,organized theft,2022-07-31 13:14:30,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00145,PERSON_1253,CASE_0018,forgery,2024-11-21 05:37:01,witness,closed,CRIMINAL_RECORDS_DATABASE,0.86
HIST_00146,PERSON_1478,CASE_0264,forgery,2024-07-14 22:03:49,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.8
HIST_00147,PERSON_1478,CASE_0140,organized theft,2024-07-19 10:22:40,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00148,PERSON_1109,CASE_0107,illegal betting,2025-07-22 19:59:39,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00149,PERSON_0669,CASE_0243,robbery,2022-02-25 18:20:49,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.89
HIST_00150,PERSON_0669,CASE_0167,forgery,2023-04-28 08:45:35,accused,closed,CRIMINAL_RECORDS_DATABASE,0.75
HIST_00151,PERSON_0223,CASE_0266,organized theft,2022-12-15 03:00:17,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.83
HIST_00152,PERSON_1149,CASE_0031,organized theft,2022-02-07 07:43:47,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.69
HIST_00153,PERSON_0449,CASE_0202,organized financial crime,2024-01-13 14:21:58,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00154,PERSON_0317,CASE_0078,organized financial crime,2025-09-15 19:30:38,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00155,PERSON_0317,CASE_0002,financial fraud,2024-01-01 11:56:53,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.79
HIST_00156,PERSON_0041,CASE_0070,extortion,2024-12-06 07:25:58,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.82
HIST_00157,PERSON_0331,CASE_0139,organized financial crime,2022-03-11 08:01:14,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00158,PERSON_0340,CASE_0294,organized financial crime,2024-03-18 00:21:44,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.75
HIST_00159,PERSON_1090,CASE_0205,robbery,2022-08-10 22:03:39,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00160,PERSON_0539,CASE_0037,forgery,2024-02-15 07:47:32,witness,closed,CRIMINAL_RECORDS_DATABASE,0.85
HIST_00161,PERSON_0632,CASE_0263,robbery,2025-02-17 01:04:01,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.74
HIST_00162,PERSON_1371,CASE_0112,forgery,2024-12-14 07:39:40,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.71
HIST_00163,PERSON_0781,CASE_0022,extortion,2024-01-01 07:58:10,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00164,PERSON_0328,CASE_0231,robbery,2024-02-16 02:38:00,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.97
HIST_00165,PERSON_0328,CASE_0243,organized financial crime,2023-12-19 01:25:59,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00166,PERSON_0492,CASE_0147,extortion,2025-06-12 13:04:39,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00167,PERSON_0627,CASE_0191,forgery,2021-11-26 23:48:38,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.64
HIST_00168,PERSON_1129,CASE_0009,organized theft,2022-11-15 13:17:43,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.62
HIST_00169,PERSON_1129,CASE_0208,cyber fraud,2026-04-07 03:38:16,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00170,PERSON_0978,CASE_0238,illegal betting,2025-09-22 19:19:42,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.75
HIST_00171,PERSON_1184,CASE_0241,organized financial crime,2025-02-16 23:43:20,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.82
HIST_00172,PERSON_1184,CASE_0098,vehicle theft,2022-04-10 11:04:20,accused,closed,CRIMINAL_RECORDS_DATABASE,0.72
HIST_00173,PERSON_0019,CASE_0006,smuggling,2026-01-12 02:34:29,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00174,PERSON_0771,CASE_0182,extortion,2026-03-08 15:13:35,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.94
HIST_00175,PERSON_0771,CASE_0159,organized financial crime,2024-06-09 16:02:46,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.85
HIST_00176,PERSON_0502,CASE_0158,forgery,2023-06-30 22:49:16,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.91
HIST_00177,PERSON_0502,CASE_0146,extortion,2025-04-17 17:08:13,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.63
HIST_00178,PERSON_0590,CASE_0091,cyber fraud,2024-11-09 08:46:12,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00179,PERSON_1401,CASE_0134,vehicle theft,2023-09-13 20:45:45,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.86
HIST_00180,PERSON_0142,CASE_0130,extortion,2023-06-30 07:07:38,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00181,PERSON_0497,CASE_0105,organized financial crime,2024-03-10 11:18:56,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00182,PERSON_0497,CASE_0198,organized theft,2025-08-06 17:10:05,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.75
HIST_00183,PERSON_1445,CASE_0042,extortion,2026-06-17 12:19:58,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.71
HIST_00184,PERSON_0834,CASE_0099,financial fraud,2022-12-30 20:05:21,witness,closed,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00185,PERSON_0834,CASE_0204,smuggling,2024-09-20 18:28:21,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00186,PERSON_1462,CASE_0176,forgery,2022-01-13 05:33:15,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.91
